ENSEMBL ID	hK1	hK2	hK3	hK4	hK5	hK6
ENSG00000000003	97.2763	59.6159	203.9	135.91299999999998	38.0046	116.848
ENSG00000000005	1.59283	0.0	0.0	2.35639	1.17909	0.0
ENSG00000000419	33.8476	61.8239	64.1034	82.4736	67.7977	43.0491
ENSG00000000457	17.0827	24.8157	23.8712	20.3577	18.2656	8.54983
ENSG00000000460	10.3213	9.32167	3.27932	5.22363	16.8892	2.93634
ENSG00000000938	20.4549	39.5868	1.08317	7.96329	8.76629	5.8192900000000005
ENSG00000000971	56.6946	153.336	11.6494	63.4951	31.6239	61.8666
ENSG00000001036	576.128	324.534	133.19799999999998	397.14	20.8702	284.915
ENSG00000001084	105.449	53.1665	83.5218	120.595	21.5908	28.2975
ENSG00000001167	46.1162	44.7487	42.0488	35.1775	58.6738	31.1594
ENSG00000001460	6.0126599999999994	20.8809	21.1732	21.1256	8.90175	8.125169999999999
ENSG00000001461	9.26441	41.0957	74.5692	22.5162	16.6551	54.8468
ENSG00000001497	53.8592	80.4758	116.119	77.4014	80.8777	80.407
ENSG00000001561	28.0353	45.8172	130.186	124.42399999999999	10.3766	91.3132
ENSG00000001617	14.4679	234.388	275.941	50.7168	101.976	143.941
ENSG00000001626	0.746229	4.26839	620.536	4.41581	0.0	4.70592
ENSG00000001629	66.1988	92.8912	57.4174	100.634	59.1423	55.1139
ENSG00000001630	33.3475	63.2889	372.316	194.15099999999998	47.7783	112.417
ENSG00000001631	91.4784	117.389	110.18700000000001	95.3034	89.6533	94.0198
ENSG00000002016	6.43909	13.154000000000002	6.47853	9.525830000000001	11.9163	17.4028
ENSG00000002330	168.77900000000002	194.983	234.22400000000002	253.99200000000002	150.78799999999998	220.213
ENSG00000002549	134.22899999999998	252.88099999999997	322.623	572.9730000000001	92.463	256.969
ENSG00000002726	14.7628	927.3580000000001	0.0	3024.8	0.9106799999999999	1756.67
ENSG00000002745	2.72646	0.0	0.0	0.0	0.0	0.0
ENSG00000002746	8.029539999999999	0.468658	0.577052	68.3025	0.0	21.1846
ENSG00000002822	23.666	41.0206	25.254	20.1577	34.5066	19.3823
ENSG00000002834	150.658	259.17400000000004	41.8841	230.21099999999998	68.9691	175.016
ENSG00000002919	30.5181	45.199	46.0575	53.6128	31.0626	61.8605
ENSG00000002933	627.5269999999999	2321.12	0.0	2076.44	9.883560000000001	757.791
ENSG00000003056	187.104	245.625	331.751	266.586	96.4982	129.875
ENSG00000003096	30.9352	7.05439	34.7438	72.9043	90.53399999999999	33.7025
ENSG00000003137	1.1208799999999999	1.83182	2.25549	2.4873	804.8389999999999	16.1567
ENSG00000003147	25.9403	51.2255	187.044	71.954	6.40078	114.9
ENSG00000003249	24.0734	30.9119	27.680999999999997	33.0698	35.6407	24.7859
ENSG00000003393	59.4727	34.3451	21.2882	35.7429	55.4542	27.3045
ENSG00000003402	175.127	267.685	95.355	210.31	181.493	139.21
ENSG00000003436	198.925	432.27099999999996	0.0	181.09799999999998	25.8908	110.28299999999999
ENSG00000003509	108.71600000000001	44.8953	38.8128	51.0163	40.6711	42.1253
ENSG00000003756	270.32099999999997	172.423	134.841	129.083	423.42800000000005	165.43599999999998
ENSG00000003987	4.56237	1.8640400000000001	0.765053	3.3747300000000005	0.0	6.85036
ENSG00000003989	2.18365	45.2031	4.39404	24.7666	3.2328900000000003	5.24597
ENSG00000004059	534.633	522.469	759.612	555.783	419.82800000000003	481.648
ENSG00000004139	32.1753	26.8281	11.8919	19.4283	23.8178	14.1975
ENSG00000004399	26.8424	345.9	54.945	39.4818	30.3762	87.2784
ENSG00000004455	111.095	256.686	142.61	510.05400000000003	120.521	293.35200000000003
ENSG00000004468	2.6547099999999997	0.0	0.0	0.0	5.89546	0.0
ENSG00000004478	148.838	223.261	371.165	460.034	213.27200000000002	296.908
ENSG00000004487	93.15100000000001	97.9371	88.7231	90.9515	173.30700000000002	96.2275
ENSG00000004534	691.115	274.53700000000003	510.36400000000003	215.293	337.814	314.009
ENSG00000004660	8.80518	28.7801	20.6713	5.06573	7.966489999999999	10.5767
ENSG00000004700	56.6525	92.5855	51.0775	40.8167	32.6782	39.7699
ENSG00000004766	15.9878	36.8172	40.458	34.0444	34.0703	18.3315
ENSG00000004776	3.54653	20.285999999999998	28.546	41.9732	26.2532	172.533
ENSG00000004777	33.6987	33.5226	16.2155	13.547	46.0949	22.4393
ENSG00000004779	384.398	188.463	850.8560000000001	544.297	146.34	329.81199999999995
ENSG00000004799	7.18664	141.918	32.538000000000004	274.653	15.9597	202.865
ENSG00000004809	0.0	2.30399	0.0	0.0	0.0	0.0
ENSG00000004838	11.1446	10.9279	2.24257	3.2974	4.12489	4.01604
ENSG00000004846	11.4609	0.0	0.0	0.0	0.0	0.0
ENSG00000004848	28.0798	0.0	0.0	0.0	602.795	0.0
ENSG00000004864	35.8587	44.8872	56.8042	116.255	13.5546	45.3644
ENSG00000004866	57.5914	37.3711	232.62900000000002	100.861	30.0932	67.1438
ENSG00000004897	46.9402	64.4192	29.0632	52.0816	62.3673	29.2765
ENSG00000004939	0.0	8.58003	865.2289999999999	301.353	0.0	645.139
ENSG00000004948	0.0	0.995375	1.22559	9.01034	0.0	8.77925
ENSG00000004961	94.8843	84.3744	530.675	132.112	26.8557	65.3676
ENSG00000004975	79.3133	83.2514	39.5752	51.9895	128.40200000000002	72.0339
ENSG00000005001	0.0	0.0	137.02100000000002	100.736	0.0	0.0
ENSG00000005007	52.4017	98.8136	202.2	126.505	61.3825	115.16799999999999
ENSG00000005020	29.1531	54.4504	129.898	58.5314	4.11059	50.0265
ENSG00000005022	1776.35	1123.35	11518.6	5331.94	994.783	3103.2
ENSG00000005059	33.5023	79.39	18.5391	9.91249	37.2001	21.1274
ENSG00000005073	2.98983	1.22155	4.51222	7.74039	0.0	16.1611
ENSG00000005075	413.42400000000004	367.631	611.701	278.822	135.016	284.816
ENSG00000005100	32.5114	32.4698	18.1725	29.3924	45.4591	11.3903
ENSG00000005102	0.0	3.3418300000000003	0.0	0.0	9.082189999999999	0.0
ENSG00000005108	22.1492	17.5961	16.0946	38.6832	2.7326599999999996	33.8111
ENSG00000005156	40.4239	27.3367	26.6469	29.2137	43.3379	20.9297
ENSG00000005175	54.1466	39.5524	60.2562	34.59	36.4382	28.0857
ENSG00000005187	99.9687	50.2179	225.895	367.909	26.0826	125.495
ENSG00000005189	2.7457	9.53533	5.52504	1.01548	5.58939	2.47359
ENSG00000005194	158.885	74.1886	158.227	119.92299999999999	62.4076	90.5569
ENSG00000005206	137.62	134.711	249.52200000000002	147.392	115.669	121.399
ENSG00000005238	45.8958	58.4181	134.091	64.6327	22.214000000000002	60.4306
ENSG00000005243	12.8782	78.9241	48.589	52.3921	4.76654	29.0047
ENSG00000005249	8.23236	4.8049599999999995	5.91628	11.3088	17.4114	36.023
ENSG00000005302	54.0245	73.5755	47.56100000000001	41.6263	58.3212	32.4469
ENSG00000005339	79.6778	117.74799999999999	90.5892	64.2312	104.43799999999999	77.7206
ENSG00000005379	19.5357	43.5608	8.661669999999999	27.4311	16.6672	34.006
ENSG00000005381	0.6544300000000001	0.5347569999999999	0.0	0.0	0.484442	0.0
ENSG00000005421	3.66751	0.0	0.0	0.0	0.0	2.20269
ENSG00000005436	34.8816	43.0577	38.0821	41.1726	45.599	30.7561
ENSG00000005448	49.1703	135.14700000000002	7.49568	44.0856	78.3115	53.6937
ENSG00000005469	13.0727	22.621	51.0637	45.5045	21.0619	30.482
ENSG00000005471	11.1723	24.5547	0.387612	3.13463	0.85555	2.08243
ENSG00000005483	74.3106	164.263	111.70200000000001	79.4936	165.90200000000002	113.088
ENSG00000005486	219.81	162.694	423.082	448.892	201.625	289.86400000000003
ENSG00000005513	30.4896	8.3047	0.0	7.517589999999999	15.0466	18.3119
ENSG00000005700	41.0924	51.1099	40.6124	61.32899999999999	49.2621	41.2789
ENSG00000005810	27.3151	34.3142	13.6923	35.448	22.6666	24.5205
ENSG00000005812	99.7328	202.333	103.804	146.694	120.5	115.667
ENSG00000005844	14.5148	23.7211	1.26989	2.334	2.80294	5.68536
ENSG00000005882	171.65	214.362	118.936	574.948	44.3526	210.076
ENSG00000005884	141.506	284.973	96.4296	159.60299999999998	6.68615	463.81699999999995
ENSG00000005889	79.8788	50.2913	65.2167	31.4799	75.1245	25.9537
ENSG00000005893	217.24	500.712	462.76599999999996	759.1189999999999	72.08800000000001	261.847
ENSG00000005955	329.408	231.487	144.88	236.697	235.484	169.578
ENSG00000005961	8.54729	5.82024	2.86655	1.7562	16.8723	3.4223199999999996
ENSG00000005981	0.0	1.04295	0.0	0.944102	0.0	0.0
ENSG00000006007	73.3856	79.5702	383.375	192.076	31.3406	122.054
ENSG00000006015	186.923	177.28900000000002	476.88699999999994	259.246	143.312	342.81
ENSG00000006016	1.29087	6.32889	124.68299999999999	3.8193599999999996	12.4224	9.303510000000001
ENSG00000006025	44.2304	30.3128	10.7664	12.6645	19.0112	15.4246
ENSG00000006042	308.006	313.369	51.6487	431.086	395.649	233.954
ENSG00000006047	3.40467	34.7759	424.765	21.4063	5.04061	12.269
ENSG00000006059	0.0	0.0	0.0	0.0	0.0	2.19875
ENSG00000006062	42.2019	48.4649	6.3116900000000005	22.7794	7.59892	25.6889
ENSG00000006071	18.4459	0.25547	1.5727799999999998	0.46251400000000004	0.462866	2.25326
ENSG00000006074	0.0	1112.83	0.0	0.0	1008.12	0.0
ENSG00000006075	83.2253	290.572	7.61228	5.596430000000001	22.4027	0.0
ENSG00000006114	47.5386	36.2557	36.8973	56.9317	20.7791	39.1564
ENSG00000006116	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000006118	37.1872	106.725	511.49	11.7408	80.5693	31.8675
ENSG00000006125	187.657	258.375	212.81599999999997	310.51099999999997	106.39299999999999	230.62400000000002
ENSG00000006128	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000006194	43.2614	32.5223	71.3832	29.4399	26.9004	40.5329
ENSG00000006210	8171.21	25595.1	4110.63	7051.5	0.0	4907.6
ENSG00000006282	361.50300000000004	234.78900000000002	232.02599999999998	183.49099999999999	110.271	204.39
ENSG00000006283	0.0	0.202222	0.497986	0.0	15.7548	0.0
ENSG00000006327	753.4730000000001	210.329	376.69	318.47700000000003	20.785999999999998	118.052
ENSG00000006377	0.0	1.4818	0.0	0.0	0.0	0.0
ENSG00000006432	7.28515	4.83677	8.70411	10.1039	3.3705199999999995	12.3059
ENSG00000006451	112.185	144.966	627.357	140.876	144.845	173.928
ENSG00000006453	0.0	41.7311	245.05700000000002	39.7131	0.0	70.7827
ENSG00000006459	9.48863	14.2827	18.590999999999998	11.4514	58.0401	8.99817
ENSG00000006468	6.1692800000000005	5.04113	9.3106	4.56334	1.1417	5.557869999999999
ENSG00000006530	53.276	33.5572	56.9525	44.3335	32.8646	23.998
ENSG00000006555	19.4432	22.1046	2.5516	25.6373	0.625775	21.3241
ENSG00000006576	10.3913	23.4753	30.7498	25.7717	16.7417	24.2296
ENSG00000006606	14.6437	0.0	0.0	0.0	0.0	0.0
ENSG00000006607	15.3809	17.2365	24.7602	25.3546	7.48203	41.9656
ENSG00000006611	130.661	130.671	1.9621099999999998	138.481	0.481204	45.6793
ENSG00000006625	76.1884	66.1472	196.429	174.35	77.5479	94.3769
ENSG00000006634	4.3006400000000005	5.857	43.2698	3.18113	10.6118	5.1659
ENSG00000006638	9.26441	45.4216	0.0	27.4111	0.0	16.6925
ENSG00000006652	109.68799999999999	88.7424	127.84299999999999	119.694	43.412	111.536
ENSG00000006695	25.0584	25.8176	31.7889	42.7119	16.9365	21.5934
ENSG00000006704	54.5059	33.7221	46.2221	55.2923	53.0288	57.5219
ENSG00000006712	204.424	181.158	185.398	200.19299999999998	211.002	103.755
ENSG00000006715	27.3637	37.4096	87.8883	36.9779	22.9827	20.8592
ENSG00000006740	0.644519	19.4864	23.3448	15.2558	12.8818	18.5806
ENSG00000006744	48.5906	75.0589	83.7127	82.7155	60.1129	52.7699
ENSG00000006747	93.051	53.7677	2137.9	192.229	0.0	250.29
ENSG00000006757	12256.8	3338.49	15072.3	15110.3	4032.49	14722.8
ENSG00000006788	0.0	0.583856	0.0	0.0	0.0	0.0
ENSG00000006831	26.9296	74.3982	225.78799999999998	97.7003	41.7678	67.0058
ENSG00000006837	4.7015	7.04322	1.57677	10.4329	11.0209	8.471119999999999
ENSG00000007001	1.48676	4.85952	1.49586	160.561	1.10057	5.35764
ENSG00000007038	0.0	1.9088	0.0	0.0	65.7096	0.0
ENSG00000007047	69.2097	71.7562	75.6236	52.2945	73.2679	76.4298
ENSG00000007062	4.36147	89.9886	3.29114	15.7273	0.0	8.84075
ENSG00000007080	516.78	392.471	703.456	427.227	211.52599999999998	317.68
ENSG00000007168	178.94	206.08	180.03599999999997	271.82599999999996	248.919	255.334
ENSG00000007171	0.0	6.31891	0.8644860000000001	5.40223	0.6360399999999999	6.19256
ENSG00000007174	0.112999	0.738685	0.0	1.17018	1.00377	1.42521
ENSG00000007202	146.525	132.079	182.019	310.242	100.68299999999999	133.384
ENSG00000007216	60.7366	0.699013	0.0	692.8739999999999	0.0	192.666
ENSG00000007237	3.18939	4.3436	1.06964	3.93191	10.2308	3.8310699999999995
ENSG00000007255	1361.87	1112.83	9591.47	9066.21	3024.37	4907.6
ENSG00000007264	0.0	5.76596	0.0	5.21946	83.575	0.0
ENSG00000007312	4.5854099999999995	31.8487	2.30675	6.78355	8.48588	8.26195
ENSG00000007314	0.43538000000000004	8.53833	0.876093	0.32204499999999997	0.64458	0.0
ENSG00000007341	16.0418	22.0772	6.7958300000000005	14.364	41.8749	22.819000000000003
ENSG00000007350	0.0	0.0	0.8973209999999999	0.659696	0.0	0.0
ENSG00000007372	2.29078	0.9359370000000001	0.0	0.0	3.3915	0.0
ENSG00000007376	35.4989	39.5556	55.198	31.0323	33.4448	11.6294
ENSG00000007384	94.1567	72.7673	75.9008	33.145	10.077	83.8033
ENSG00000007392	288.461	140.52	251.15900000000002	131.305	361.36400000000003	249.878
ENSG00000007402	0.0	0.735755	2.7177700000000002	3.9961300000000004	5.6654800000000005	8.92291
ENSG00000007516	3.17135	14.4379	88.8859	19.1016	2.3475900000000003	35.9172
ENSG00000007520	159.211	242.18099999999998	253.834	250.02700000000002	132.361	203.012
ENSG00000007541	92.4837	98.5395	391.358	144.866	93.295	209.112
ENSG00000007545	27.0526	37.2021	38.504	22.9388	32.2365	26.1548
ENSG00000007866	38.8577	40.8239	16.7553	67.0659	63.0077	66.6794
ENSG00000007908	0.785391	3.20885	0.7902020000000001	1.7428299999999999	16.2788	1.41511
ENSG00000007923	145.487	108.34899999999999	116.73200000000001	143.032	65.436	89.5911
ENSG00000007933	7.062410000000001	34.6256	3.55283	48.7571	4.3566199999999995	29.6916
ENSG00000007944	27.4792	178.735	28.7534	52.8476	44.7512	116.848
ENSG00000007952	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000007968	2.87921	0.0	1.44842	0.0	7.4596800000000005	0.0
ENSG00000008018	692.88	637.17	419.586	766.362	419.649	606.601
ENSG00000008056	1.86048	1.52026	7.487480000000001	1.3761700000000001	90.8963	6.70437
ENSG00000008083	14.1356	25.0816	23.1619	14.6383	82.8144	23.2864
ENSG00000008086	2.83015	17.1133	2.27799	11.7232	0.838007	3.0596
ENSG00000008118	0.0	6.13467	0.0	8.88517	82.2504	13.527000000000001
ENSG00000008128	1080.1	690.722	425.23699999999997	486.31	521.443	676.91
ENSG00000008130	78.2402	54.9422	88.5593	96.7569	55.2024	66.0808
ENSG00000008196	0.0	0.0	0.0	24.5884	73.0524	28.0755
ENSG00000008197	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008226	1.96235	0.80175	0.329061	0.9676819999999999	1.21052	4.12502
ENSG00000008256	7.42162	37.3975	31.1128	12.8093	21.0598	35.6592
ENSG00000008277	3.24696	4.54835	19.6011	7.89142	3.4336599999999997	5.85034
ENSG00000008282	59.9942	282.70099999999996	623.737	534.003	139.154	266.639
ENSG00000008283	63.0118	64.7766	44.992	129.30200000000002	19.5606	102.54700000000001
ENSG00000008294	225.762	111.255	70.5897	106.876	42.9371	57.5745
ENSG00000008300	3.6825300000000003	1.36778	6.062869999999999	0.990518	2.7260000000000004	1.20639
ENSG00000008311	71.4666	49.5214	12.0799	110.801	60.9445	55.6277
ENSG00000008323	2.29657	11.2597	19.6404	5.94561	0.0	2.06897
ENSG00000008324	206.34400000000002	16.8611	145.325	198.419	61.0984	111.536
ENSG00000008382	67.3451	59.6159	75.2862	107.931	128.785	84.2651
ENSG00000008394	1317.58	916.803	0.0	1883.67	0.0	545.289
ENSG00000008405	42.5313	32.626	51.5248	55.2152	84.8134	26.5867
ENSG00000008441	16.1852	102.97	68.6268	82.9487	126.65700000000001	52.0756
ENSG00000008513	10.3172	38.5395	241.71400000000003	195.148	1.09104	95.6026
ENSG00000008516	4.52749	10.3588	9.110439999999999	6.02806	4.69206	11.4206
ENSG00000008710	50.9509	71.9861	90.289	39.1466	94.656	61.5967
ENSG00000008735	9.99536	2.04189	111.88	2.7725400000000002	9.24883	2.2511900000000002
ENSG00000008838	134.674	98.0853	69.7133	105.031	107.639	99.3477
ENSG00000008853	262.156	45.0405	35.1683	70.6045	10.947000000000001	72.6693
ENSG00000008869	49.1075	56.8943	25.748	33.7661	54.9544	27.0014
ENSG00000008952	374.09	398.95599999999996	653.8340000000001	519.144	174.85299999999998	405.233
ENSG00000008988	7592.54	9905.41	6760.7	6372.54	19490.4	5743.51
ENSG00000009307	515.453	957.052	479.798	1142.17	668.357	854.196
ENSG00000009335	36.8471	75.4733	204.14700000000002	102.48	27.2761	62.8499
ENSG00000009413	13.7513	21.548000000000002	12.3706	20.2237	14.2512	16.0322
ENSG00000009694	13.1001	20.3826	4.33325	9.82269	3.05532	1.94002
ENSG00000009709	0.0	0.0	0.0	0.0	207.45	0.0
ENSG00000009724	18.6085	23.0901	15.2554	9.686119999999999	37.7536	4.96721
ENSG00000009765	12.6099	0.0	23.2597	222.30200000000002	1.55575	53.0142
ENSG00000009780	9.9045	26.9777	24.9129	20.7576	28.1052	26.7687
ENSG00000009790	10.9022	14.8476	0.914082	14.7844	4.03518	18.0065
ENSG00000009830	51.7312	22.798000000000002	18.1291	15.4779	14.6292	30.3714
ENSG00000009844	72.9247	71.5071	60.5314	113.277	35.0886	59.1277
ENSG00000009950	5.58143	84.3744	63.1757	210.554	4.13165	163.41899999999998
ENSG00000009954	65.0667	106.865	101.618	74.2288	45.5297	54.827
ENSG00000010017	66.8894	81.6221	104.98700000000001	135.89700000000002	118.836	101.23700000000001
ENSG00000010072	10.1004	15.1312	16.9371	19.923	32.3995	6.06626
ENSG00000010165	44.2386	65.6241	57.52	62.4249	41.8162	38.0149
ENSG00000010219	72.1896	54.349	31.0113	34.7985	16.2116	32.1522
ENSG00000010244	468.6	351.798	190.55200000000002	305.45599999999996	474.793	235.706
ENSG00000010256	797.316	250.262	1476.01	864.635	188.173	562.866
ENSG00000010270	89.1405	84.9797	59.791000000000004	115.38799999999999	71.4851	84.7676
ENSG00000010278	90.9808	487.879	3020.75	698.21	44.1975	901.605
ENSG00000010292	40.9211	47.5007	63.8739	24.894000000000002	44.1638	33.0757
ENSG00000010295	62.7715	84.0012	43.9346	36.3375	81.4849	52.4526
ENSG00000010318	8.02988	3.9369	25.853	9.50336	2.37765	20.2554
ENSG00000010319	1.48594	33.9981	4.48514	50.5602	8.799760000000001	127.175
ENSG00000010322	125.5	114.167	175.09900000000002	153.025	291.405	174.01
ENSG00000010327	49.6534	204.106	24.5974	45.9801	36.4754	38.9275
ENSG00000010361	62.1097	61.8926	97.5455	96.3656	57.1905	51.8601
ENSG00000010379	154.245	110.66799999999999	0.0	676.209	0.556974	324.01
ENSG00000010404	153.918	226.389	361.755	224.05900000000003	93.8849	150.86700000000002
ENSG00000010610	10.7597	72.8489	7.73256	14.7806	7.96485	19.3867
ENSG00000010626	46.3794	49.9567	23.3317	65.4938	23.4084	49.3799
ENSG00000010671	4.809419999999999	22.9247	1.61296	2.37165	1.7800900000000002	0.0
ENSG00000010704	31.6014	20.904	10.5983	18.9227	23.3929	35.248000000000005
ENSG00000010803	114.367	120.505	59.0477	112.42299999999999	50.6846	78.6301
ENSG00000010810	128.77	211.111	18.0399	97.6611	63.9503	152.72
ENSG00000010818	47.0524	93.6835	48.0073	72.0591	8.83027	102.689
ENSG00000010932	95.3308	284.884	0.0	1096.0	3.36041	328.809
ENSG00000011007	69.2045	72.6322	51.1034	61.9912	80.3678	51.4783
ENSG00000011009	56.998999999999995	49.9027	47.1074	100.88600000000001	37.6728	51.3501
ENSG00000011021	44.8374	33.1068	10.8704	35.5632	26.7926	26.2803
ENSG00000011028	10.0391	33.3259	3.7877300000000003	26.6865	61.5417	35.6115
ENSG00000011052	4612.85	1704.99	1898.43	1432.21	1341.95	1131.9
ENSG00000011083	0.0	0.0	0.749158	0.0	0.551188	0.0
ENSG00000011105	103.587	243.976	459.80199999999996	308.742	22.5531	307.411
ENSG00000011114	30.9394	63.6401	15.5645	45.771	47.3853	28.8343
ENSG00000011132	58.521	78.5607	72.3376	51.9447	38.3693	45.1897
ENSG00000011143	31.2624	24.7473	12.7781	23.1244	30.3739	17.6026
ENSG00000011198	57.4193	33.6856	91.8411	58.8078	23.976999999999997	31.8331
ENSG00000011243	236.435	204.362	372.156	152.347	307.26	244.24400000000003
ENSG00000011258	26.1704	23.8522	10.1272	15.6352	26.0786	9.068
ENSG00000011260	110.39	86.4057	61.9634	119.473	81.7164	62.8106
ENSG00000011275	47.5666	46.044	61.8472	45.4691	40.0866	30.3264
ENSG00000011304	424.81199999999995	469.843	357.041	470.20099999999996	427.91900000000004	389.19800000000004
ENSG00000011332	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000011347	1.6834	2.7511200000000002	276.074	18.6778	0.623067	22.7485
ENSG00000011376	28.816999999999997	16.1343	100.40299999999999	58.8151	14.6162	28.8456
ENSG00000011405	33.4525	52.0328	83.553	67.2873	25.1976	43.3552
ENSG00000011422	41.6898	79.4878	27.9635	41.1166	75.4378	75.1163
ENSG00000011426	14.22	3.98388	8.99302	0.9015719999999999	12.6316	0.0
ENSG00000011451	103.73	120.98899999999999	269.329	104.572	139.94799999999998	102.493
ENSG00000011454	14.3916	57.9281	76.6888	58.3518	83.6485	48.98
ENSG00000011465	23.6984	59.3853	4.76871	975.804	932.1039999999999	2399.71
ENSG00000011478	58.575	39.3166	52.6194	30.948	37.1658	30.1542
ENSG00000011485	198.30200000000002	173.16	197.56099999999998	140.21	75.5552	101.585
ENSG00000011523	25.7651	63.1606	59.2523	21.7807	43.5945	19.8957
ENSG00000011566	16.9316	13.8354	30.0958	39.6597	11.2803	26.4396
ENSG00000011590	2.81378	0.0	0.0	2.0813200000000003	0.0	0.0
ENSG00000011600	103.76100000000001	307.353	6.5248099999999996	47.9694	48.0058	46.7391
ENSG00000011638	58.0468	262.70099999999996	768.216	102.387	16.5266	96.54299999999999
ENSG00000011677	3.27372	0.0	0.0	0.0	0.0	0.0
ENSG00000012048	8.41005	2.29072	5.0769400000000005	2.0736	2.07518	2.02042
ENSG00000012061	149.953	277.203	217.65099999999998	205.472	285.695	128.44799999999998
ENSG00000012124	43.2339	5.88799	154.964	5.32993	4.00049	16.2288
ENSG00000012171	259.753	43.1701	269.465	523.76	17.9246	713.929
ENSG00000012174	18.5446	33.1481	50.1438	38.5796	13.7276	16.7067
ENSG00000012211	11.9163	15.3014	95.9147	15.1103	7.560919999999999	27.6053
ENSG00000012223	1.37285	38.7022	41.4378	8.12384	4.57314	16.0783
ENSG00000012232	34.9197	54.0646	37.9073	35.3458	10.8839	48.0163
ENSG00000012504	316.714	145.666	1.8208799999999998	75.6354	0.0	19.5652
ENSG00000012660	151.319	114.42	95.4375	150.352	43.468	89.5251
ENSG00000012779	10.0994	158.069	1.5632700000000002	3.4478800000000005	5.75084	2.7995400000000004
ENSG00000012822	239.238	263.722	270.70799999999997	159.804	208.002	185.08
ENSG00000012963	37.0195	81.5831	69.9778	46.4678	68.9244	30.3188
ENSG00000012983	20.0685	40.9966	20.1914	18.1431	30.9493	30.1326
ENSG00000013016	11.7325	54.5722	5.44815	193.59400000000002	9.35303	195.13299999999998
ENSG00000013275	352.816	209.49599999999998	246.11700000000002	403.639	214.16099999999997	233.09
ENSG00000013288	32.2917	75.7183	72.042	95.0238	53.523999999999994	93.5986
ENSG00000013293	0.0	0.0	0.0	0.9087559999999999	0.0	2.21362
ENSG00000013297	7.7821	2.11968	0.0	15.3502	0.0	23.3695
ENSG00000013306	342.89599999999996	165.62	597.808	443.60699999999997	160.313	440.233
ENSG00000013364	477.379	799.515	439.574	525.995	160.011	322.035
ENSG00000013374	86.4678	139.484	179.995	88.2195	62.3524	72.5261
ENSG00000013375	58.6706	42.857	36.6701	32.8772	41.4567	24.0255
ENSG00000013392	73.1651	62.5032	41.8257	71.339	38.1585	41.9453
ENSG00000013441	468.824	583.952	117.67399999999999	303.527	539.28	425.04
ENSG00000013503	14.8432	13.8135	31.1128	16.1641	15.5659	8.914810000000001
ENSG00000013523	30.8042	50.3423	43.2269	41.3736	89.4109	21.9089
ENSG00000013561	152.813	140.852	207.868	275.802	123.979	107.932
ENSG00000013563	12.8478	89.2363	213.287	109.289	28.5318	46.2981
ENSG00000013583	338.31699999999995	313.935	732.702	322.35400000000004	159.17700000000002	382.276
ENSG00000013588	87.7023	10.8173	21.6437	78.3364	3.67481	119.26100000000001
ENSG00000013619	0.0	6.82717	8.406189999999999	9.27015	12.3696	37.635
ENSG00000013725	3.53732	20.9559	0.0	0.6541279999999999	1.30925	1.59338
ENSG00000013810	73.1313	39.8388	37.6072	8.41467	30.0753	14.6408
ENSG00000014123	47.6594	86.6508	50.9483	56.8456	74.9698	50.45
ENSG00000014138	28.6139	15.7983	28.0111	8.58055	22.8989	11.1473
ENSG00000014164	46.0508	58.739	69.4993	93.8815	46.145	47.5582
ENSG00000014216	119.855	160.89700000000002	369.056	96.9361	76.5354	137.641
ENSG00000014257	2.3063	0.942277	25.5247	31.5599	0.853618	14.5441
ENSG00000014641	1215.53	508.827	901.454	1472.38	407.892	672.643
ENSG00000014824	45.9657	81.2348	367.827	264.095	57.7653	113.63799999999999
ENSG00000014914	86.2165	124.367	4.42574	55.9643	4.5587	33.288000000000004
ENSG00000014919	15.3019	70.4754	55.9841	82.3172	95.7665	25.0644
ENSG00000015133	7.03626	20.6985	2.83174	36.4324	17.9696	24.0879
ENSG00000015153	45.0618	32.7303	156.164	39.5042	18.5317	24.0569
ENSG00000015171	44.2316	135.061	155.369	167.032	176.924	120.243
ENSG00000015413	2.4942599999999997	4.0763	0.0	3520.21	7.38552	1172.97
ENSG00000015475	44.4527	85.8563	32.5272	17.9351	47.8634	65.5318
ENSG00000015479	364.116	410.67199999999997	262.663	442.89300000000003	653.304	347.55
ENSG00000015520	39.6592	0.5786939999999999	0.0	7.33385	1.31061	4.4661
ENSG00000015532	116.85	95.4823	60.2749	52.2106	46.9813	67.3299
ENSG00000015592	0.0	0.0	7.17387	0.0	102.044	4.282369999999999
ENSG00000015676	70.3701	104.85600000000001	176.30900000000003	93.8975	45.963	77.0697
ENSG00000016082	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000016391	88.0449	61.3838	53.6381	388.962	1.1958799999999998	122.25299999999999
ENSG00000016402	1.8707	0.0	0.0	1.38373	0.0	0.0
ENSG00000016490	0.0	0.0	0.0	0.0	47.2439	0.0
ENSG00000016602	0.0	0.49305699999999997	0.0	0.0	0.0	0.0
ENSG00000016864	202.726	138.214	272.791	215.271	167.56	174.791
ENSG00000017260	70.3357	117.262	123.485	140.017	124.399	103.766
ENSG00000017373	11.1462	9.93598	15.2925	0.374761	26.2532	2.73862
