ENSEMBL ID	hM1	hM2	hM3	hM4	hM5	hM6
ENSG00000000003	11.6979	7.06336	34.5839	40.0726	0.0	3.5975300000000003
ENSG00000000005	1.7239	1.38789	44.3702	1.4763600000000001	0.0	21.2065
ENSG00000000419	58.1817	55.5155	61.4587	158.709	40.4924	29.1589
ENSG00000000457	13.3527	22.3271	14.29	30.7875	8.27182	7.58113
ENSG00000000460	1.1758600000000001	4.25999	4.4987699999999995	2.51753	0.0	2.89295
ENSG00000000938	0.0	5.62835	76.9996	8.98071	10.9474	37.2664
ENSG00000000971	51.8535	46.269	151.197	52.5491	29.5795	90.3653
ENSG00000001036	25.2068	17.0894	79.367	79.5321	12.4648	24.48
ENSG00000001084	20.2353	33.2339	50.6743	34.6592	19.5553	13.9397
ENSG00000001167	7.798610000000001	15.0685	40.1445	21.3721	12.5609	44.1297
ENSG00000001460	1.62686	2.61952	9.053519999999999	2.78651	2.1836	4.00255
ENSG00000001461	5.72959	10.3788	14.9462	2.45343	3.8451800000000005	0.0
ENSG00000001497	19.9856	30.8393	45.1832	41.3631	49.1792	30.7314
ENSG00000001561	46.6805	61.0704	54.391000000000005	128.92700000000002	57.9562	34.4542
ENSG00000001617	29.2745	13.1545	71.9849	33.2335	19.1895	23.4496
ENSG00000001626	0.0	0.0	40.1697	0.0	0.0	0.0
ENSG00000001629	15.8116	24.6637	30.2472	22.0044	14.5905	14.5879
ENSG00000001630	19.7922	12.1851	65.6005	54.8387	14.0641	14.3219
ENSG00000001631	30.678	59.5006	57.7162	66.2791	46.7915	39.4537
ENSG00000002016	3.4844800000000005	14.0265	9.69561	2.98413	0.0	4.28642
ENSG00000002330	176.36900000000003	106.494	179.649	70.1271	135.27100000000002	46.4911
ENSG00000002549	131.151	181.12400000000002	265.276	172.798	119.161	85.6315
ENSG00000002726	0.0	0.0	0.926207	0.0	0.893561	1.6379
ENSG00000002745	0.0	0.0	2.05267	0.0	1.98032	0.0
ENSG00000002746	2.48294	3.99796	0.43180100000000005	0.531602	1.24974	1.14539
ENSG00000002822	34.9274	23.7454	39.4143	27.9179	26.0446	25.7794
ENSG00000002834	49.3458	34.5457	158.19899999999998	16.5365	14.3984	13.1962
ENSG00000002919	22.7077	19.9436	50.2603	21.2149	11.0832	2.53943
ENSG00000002933	7.22518	2.90844	67.8515	6.18769	0.0	66.6601
ENSG00000003056	92.95100000000001	114.92299999999999	170.885	183.373	40.1016	59.2134
ENSG00000003096	16.3511	10.0297	24.3735	14.0032	4.18034	7.662560000000001
ENSG00000003137	1.21312	0.976662	23.6286	3.1167599999999998	1.62827	8.95385
ENSG00000003147	2.3395799999999998	6.59247	37.431999999999995	8.01453	7.850569999999999	7.19505
ENSG00000003249	160.049	233.733	119.102	28.6884	34.9707	77.8374
ENSG00000003393	28.1605	35.8759	29.9219	27.8271	17.8603	16.7497
ENSG00000003402	110.37799999999999	176.83	279.207	528.0219999999999	143.662	290.763
ENSG00000003436	18.927	24.7614	72.4136	168.17	15.8776	87.3108
ENSG00000003509	34.1599	57.0404	36.0839	80.1797	30.5667	28.0144
ENSG00000003756	37.0336	87.9548	154.569	129.506	110.184	142.744
ENSG00000003987	0.0	0.66256	2.28992	1.40959	1.1046	1.01237
ENSG00000003989	152.829	248.618	96.4483	199.025	37.008	87.2174
ENSG00000004059	383.145	361.974	416.108	552.46	467.036	375.135
ENSG00000004139	2.84269	3.4329199999999997	15.8196	3.65175	2.86164	3.49692
ENSG00000004399	18.6997	17.4744	127.29299999999999	18.0163	32.7184	19.3063
ENSG00000004455	107.79799999999999	133.518	116.80799999999999	239.675	172.514	130.05700000000002
ENSG00000004468	48.8439	55.5155	33.9772	4.9212	77.1284	28.2753
ENSG00000004478	334.829	293.65	412.205	409.923	168.33700000000002	176.928
ENSG00000004487	71.2437	112.009	94.9102	126.056	67.6588	81.0256
ENSG00000004534	19.4451	69.9254	204.25099999999998	82.1542	189.657	137.143
ENSG00000004660	2.11773	2.55742	9.575460000000001	9.06816	1.4212200000000001	9.11787
ENSG00000004700	15.9258	26.9255	53.7305	34.0975	24.5823	22.5297
ENSG00000004766	19.4008	28.2836	28.0857	32.7809	11.2606	14.1905
ENSG00000004776	23782.6	9471.52	7532.3	5351.58	5193.15	9689.04
ENSG00000004777	0.792866	4.4682699999999995	16.5462	0.0	5.32099	10.7287
ENSG00000004779	943.003	819.805	570.536	1401.41	808.3560000000001	492.281
ENSG00000004799	1009.85	763.961	768.307	15917.9	1531.17	2581.79
ENSG00000004809	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000004838	0.0	0.0	0.839043	1.0329700000000002	1.61894	7.4188
ENSG00000004846	0.0	0.0	0.595073	0.0	0.0	1.0523200000000001
ENSG00000004848	15.1952	0.0	10.5702	26.0266	0.0	0.0
ENSG00000004864	2.47721	9.9718	22.4018	18.3863	19.9497	17.2681
ENSG00000004866	30.2487	32.4704	61.8502	10.2051	20.9153	32.6999
ENSG00000004897	48.849	55.0586	50.2914	50.7593	34.0943	36.856
ENSG00000004939	0.0	0.0	83.0051	0.9732370000000001	0.0	13.9796
ENSG00000004948	3.95511	2.1228	1.8341900000000002	1.12906	0.0	0.0
ENSG00000004961	208.405	192.1	172.28599999999997	261.252	89.1877	59.4477
ENSG00000004975	20.9366	35.3971	49.0324	32.2744	24.3546	25.755
ENSG00000005001	0.0	0.0	102.531	0.0	0.0	0.0
ENSG00000005007	66.6855	63.2208	102.74799999999999	57.1099	35.9699	59.0329
ENSG00000005020	21.0348	21.7733	48.0778	5.14694	6.049980000000001	9.24135
ENSG00000005022	164.39	163.752	1523.43	978.3330000000001	138.372	167.94799999999998
ENSG00000005059	7.25184	13.1363	46.6624	20.1842	12.1669	15.6114
ENSG00000005073	0.0	0.0	0.0	19.3985	4.34324	5.97087
ENSG00000005075	776.449	593.322	357.028	800.201	706.552	696.122
ENSG00000005100	6.841880000000001	17.3118	20.3974	20.0895	10.4952	4.80943
ENSG00000005102	6.639360000000001	5.34524	47.7247	30.3252	14.8524	8.16736
ENSG00000005108	0.332943	0.0	2.31604	0.0	0.44688199999999995	1.2287
ENSG00000005156	17.0979	22.6722	28.3351	35.3148	19.5742	27.8376
ENSG00000005175	39.0682	63.6213	65.4717	50.1874	45.2874	40.4137
ENSG00000005187	0.8868450000000001	2.8559400000000004	21.592	0.7594989999999999	0.0	0.0
ENSG00000005189	2.97165	1.7943200000000001	6.20148	0.636234	0.0	2.74166
ENSG00000005194	66.6781	64.9829	74.4571	190.84599999999998	61.2345	34.5363
ENSG00000005206	60.50899999999999	48.7149	74.47	45.1766	29.1545	57.2575
ENSG00000005238	23.881	24.6096	55.8173	40.9037	6.41071	15.2761
ENSG00000005243	121.95700000000001	75.7433	150.282	170.09599999999998	130.954	107.16
ENSG00000005249	1.27283	8.19789	146.094	6.54035	3.4168300000000005	12.5261
ENSG00000005302	79.1784	81.3979	81.347	30.2532	37.6049	34.4649
ENSG00000005339	52.3931	117.844	116.429	73.3279	62.3876	106.833
ENSG00000005379	2.86688	6.92426	14.2093	5.52424	10.582	10.58
ENSG00000005381	1.41657	1.14046	1.9708	2.42631	0.0	5.22774
ENSG00000005421	0.0	0.0	0.0	0.0	0.0	1.62761
ENSG00000005436	28.1132	38.8004	35.7602	41.9616	23.7186	32.6071
ENSG00000005448	3.22525	6.49149	10.0961	4.14318	4.3289800000000005	1.9837599999999997
ENSG00000005469	14.1485	16.750999999999998	17.9473	7.8403	8.93662	10.238
ENSG00000005471	14.1765	12.0846	5.80091	8.569989999999999	8.39467	7.180810000000001
ENSG00000005483	21.7886	45.66	90.9406	58.175	44.2977	67.7962
ENSG00000005486	115.50200000000001	66.6186	128.314	150.589	62.474	42.413000000000004
ENSG00000005513	0.0	26.5667	15.3031	9.420060000000001	0.0	0.0
ENSG00000005700	90.9157	96.9595	68.4453	68.086	35.3936	37.2798
ENSG00000005810	8.83731	15.9236	25.1022	22.4347	15.2506	17.2127
ENSG00000005812	98.0143	126.855	143.267	190.19299999999998	83.2637	67.1538
ENSG00000005844	0.6830109999999999	1.09976	16.1541	0.0	0.9167489999999999	0.0
ENSG00000005882	541.554	622.247	299.913	1466.42	324.627	252.24599999999998
ENSG00000005884	5.97395	13.1169	60.8235	9.30205	12.392000000000001	12.6934
ENSG00000005889	30.4708	71.8833	62.6031	63.7213	20.9248	47.0723
ENSG00000005893	196.201	323.749	302.29200000000003	287.452	82.7031	171.541
ENSG00000005955	67.2286	118.09	167.22400000000002	403.025	101.17299999999999	111.521
ENSG00000005961	0.0	0.413753	2.145	0.880257	0.0	0.0
ENSG00000005981	71.832	146.80100000000002	71.1087	75.7136	14.8329	52.6783
ENSG00000006007	207.726	227.49099999999999	210.375	262.922	67.6532	60.1253
ENSG00000006015	541.889	319.92900000000003	387.005	327.94699999999995	436.4	595.497
ENSG00000006016	54.4868	13.4974	44.7055	13.1613	22.5025	22.3422
ENSG00000006025	18.5304	78.9439	30.6143	1.9836900000000002	77.7244	27.544
ENSG00000006042	32.6815	21.0491	75.0228	16.7932	8.77315	48.2436
ENSG00000006047	1.8424200000000002	2.9666099999999997	52.5472	14.2007	4.94586	6.79933
ENSG00000006059	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000006062	4.93781	13.9138	27.0497	36.4731	6.627619999999999	35.686
ENSG00000006071	0.676739	1.9069099999999999	3.76606	8.98323	8.17498	3.32994
ENSG00000006074	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000006075	0.0	6.59247	17.0885	0.0	0.0	0.0
ENSG00000006114	7.840089999999999	19.3303	26.928	15.9465	10.5231	10.85
ENSG00000006116	0.0	0.0	0.0	0.0	0.0	5.38028
ENSG00000006118	4.41739	5.53214	46.4343	5.04411	7.2466800000000005	4.83025
ENSG00000006125	139.11700000000002	150.28	173.94799999999998	201.584	106.363	96.7593
ENSG00000006128	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000006194	11.2371	18.0937	32.5702	12.8314	2.51378	11.5194
ENSG00000006210	0.0	0.0	6151.87	1262.29	1978.34	3626.31
ENSG00000006282	64.0842	65.7135	109.804	90.6999	86.9204	100.40799999999999
ENSG00000006283	0.0	0.21563600000000002	2.0495	0.0	0.0	1.31794
ENSG00000006327	121.56200000000001	53.0116	380.528	221.226	20.3953	149.53799999999998
ENSG00000006377	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000006432	0.492791	1.9836900000000002	1.7139900000000001	0.844058	0.0	1.8186099999999998
ENSG00000006451	39.5309	63.6514	141.422	70.1271	41.6893	38.2082
ENSG00000006453	2.83449	3.4230099999999997	36.4774	4.85495	7.60902	3.4868300000000003
ENSG00000006459	9.72896	17.4059	11.2795	20.367	6.52919	13.2978
ENSG00000006468	0.0	0.0	2.32234	0.0	2.24048	2.0534
ENSG00000006530	6.00626	12.5724	14.2056	9.25884	14.5111	19.2103
ENSG00000006555	0.0	0.0	1.2728899999999999	0.0	0.0	0.0
ENSG00000006576	183.91099999999997	246.59599999999998	85.596	149.004	63.0442	62.6629
ENSG00000006606	0.0	0.0	0.0	0.0	0.0	9.74814
ENSG00000006607	7.60987	15.3165	20.8437	12.627	14.6828	18.1374
ENSG00000006611	0.0	0.0	0.978817	0.0	0.0	0.0
ENSG00000006625	41.229	43.5656	51.9826	66.2039	58.7969	15.8492
ENSG00000006634	1.55151	2.4982	6.47565	3.9861699999999995	4.1649400000000005	1.90858
ENSG00000006638	0.0	0.0	48.8243	8.58699	26.9163	0.0
ENSG00000006652	41.1386	98.4139	286.98900000000003	1061.97	56.7946	240.019
ENSG00000006695	173.335	134.803	66.4402	408.981	55.3936	36.2631
ENSG00000006704	105.34100000000001	82.7734	62.1401	731.102	145.916	139.952
ENSG00000006712	133.994	132.964	177.74900000000002	154.784	133.841	168.665
ENSG00000006715	6.8343300000000005	6.41925	22.9784	18.0466	6.11544	3.503
ENSG00000006740	2.09267	4.49274	11.1605	2.98696	4.68136	4.29047
ENSG00000006744	91.4907	83.5175	94.7135	133.262	80.2554	93.0504
ENSG00000006747	0.0	0.579133	132.605	0.0	0.0	4.42448
ENSG00000006757	22109.1	9493.15	13329.0	8836.02	11870.1	14505.2
ENSG00000006788	0.7733140000000001	0.830111	0.5379390000000001	0.883028	1.72993	1.90257
ENSG00000006831	88.8248	101.68	141.922	168.78099999999998	50.2969	63.1701
ENSG00000006837	3.39226	8.19317	12.3887	8.71545	12.5212	8.345930000000001
ENSG00000007001	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000007038	2.52819	0.0	0.0	2.1651599999999998	0.0	0.0
ENSG00000007047	70.0724	36.9611	48.7443	47.5945	46.4857	42.6042
ENSG00000007062	0.590047	0.475038	1.23136	0.50532	0.0	0.0
ENSG00000007080	644.847	339.041	448.574	811.471	512.25	574.705
ENSG00000007168	213.162	291.952	261.301	381.80300000000005	141.31	171.082
ENSG00000007171	0.9299290000000001	1.49734	0.0	1.99099	0.6240829999999999	0.0
ENSG00000007174	0.122298	0.0	0.595518	0.10473699999999998	0.164151	0.0
ENSG00000007202	213.33900000000003	166.41299999999998	158.298	98.0516	62.042	59.7775
ENSG00000007216	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000007237	6.903689999999999	8.33708	24.8124	0.0	3.08875	7.0771
ENSG00000007255	0.0	0.0	3075.93	1262.29	0.0	1813.15
ENSG00000007264	0.0	0.0	0.0	0.0	0.0	9.39458
ENSG00000007312	7.44413	5.99315	13.8089	8.50026	9.99164	6.10489
ENSG00000007314	348.222	370.63699999999994	212.405	162.629	172.662	159.984
ENSG00000007341	13.7068	16.9205	18.434	26.6074	17.171	10.1168
ENSG00000007350	0.96525	0.0	0.671454	0.0	0.0	1.1874
ENSG00000007372	0.0	0.0	0.862331	0.0	0.0	0.0
ENSG00000007376	38.4202	25.3076	17.0075	5.98241	14.0641	4.29657
ENSG00000007384	45.4275	47.9402	90.9585	49.419	97.2281	98.9268
ENSG00000007392	21.0134	55.5862	103.366	59.1296	132.964	142.172
ENSG00000007402	1.46176	1.56912	6.10102	0.0	1.9619900000000001	0.59939
ENSG00000007516	1.4709999999999999	5.13186	9.89156	0.41992299999999994	1.31626	4.22225
ENSG00000007520	508.985	288.124	304.274	168.002	192.141	150.009
ENSG00000007541	48.0845	28.4415	86.0114	54.6263	18.44	28.9718
ENSG00000007545	6.42705	10.9236	20.3671	8.56203	8.6265	11.4201
ENSG00000007866	58.0763	66.1038	101.695	102.904	83.32700000000001	128.10299999999998
ENSG00000007908	0.0	3.4217	98.1555	1.45593	1.14091	66.9215
ENSG00000007923	68.7638	99.4888	79.7233	128.02100000000002	86.9455	47.8114
ENSG00000007933	2.54786	5.1281099999999995	4.4309	1.091	5.12967	12.5369
ENSG00000007944	41.6366	162.816	182.05700000000002	101.88	38.3214	62.9262
ENSG00000007952	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000007968	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008018	543.029	567.7719999999999	536.367	899.909	558.48	754.758
ENSG00000008056	2.01358	9.72659	0.0	5.17331	2.70266	2.4769900000000002
ENSG00000008083	12.2391	20.0589	21.8928	34.0653	12.9073	28.4986
ENSG00000008086	0.612609	2.46601	2.98303	1.5739299999999998	0.822255	0.7535970000000001
ENSG00000008118	0.0	0.0	0.0	8.35031	0.0	0.0
ENSG00000008128	355.778	409.18800000000005	565.689	609.38	750.4069999999999	375.135
ENSG00000008130	15.8772	24.4998	113.208	44.1914	26.6384	37.435
ENSG00000008196	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008197	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000008226	0.0	0.0	1.47739	0.0	1.4253200000000001	0.870871
ENSG00000008256	25.4358	26.9447	49.3565	37.8342	12.578	14.8214
ENSG00000008277	0.0	1.21251	3.14298	0.0	0.673823	0.617559
ENSG00000008282	430.71	421.686	474.26300000000003	535.685	92.9619	220.986
ENSG00000008283	2.19991	1.77111	27.5457	7.53605	0.0	0.0
ENSG00000008294	48.8681	68.3962	70.6029	101.086	41.8777	57.8027
ENSG00000008300	0.0	0.0	1.2602200000000001	0.930891	0.48631899999999995	1.33713
ENSG00000008311	4.3314699999999995	9.96343	15.4959	103.336	19.1024	36.5371
ENSG00000008323	0.0	0.0	6.05158	0.0	0.0	0.0
ENSG00000008324	22.3324	35.9589	124.28	114.75299999999999	0.0	27.471999999999998
ENSG00000008382	68.8377	58.6802	43.6602	27.7426	48.9151	57.2837
ENSG00000008394	11.9832	25.7267	1330.96	136.833	5.36137	147.411
ENSG00000008405	15.0306	27.9833	53.5854	49.8801	17.6525	34.6683
ENSG00000008441	1582.79	1043.6	811.197	405.04699999999997	317.408	481.76300000000003
ENSG00000008513	76.5682	102.74	74.3461	185.791	25.6928	37.2835
ENSG00000008516	0.9800110000000001	1.57798	49.7658	0.8392870000000001	5.26155	4.82222
ENSG00000008710	183.93099999999998	182.45	201.696	78.3027	153.282	205.25400000000002
ENSG00000008735	0.0	0.0	9.40652	1.15806	0.0	1.6634400000000003
ENSG00000008838	229.197	158.16299999999998	135.19	133.872	104.198	148.119
ENSG00000008853	64.021	60.9136	45.5469	36.1366	27.3414	32.2179
ENSG00000008869	4.49143	11.8524	17.3576	10.6847	9.37763	8.5946
ENSG00000008952	91.7388	119.15700000000001	255.264	218.93599999999998	193.73	120.375
ENSG00000008988	4454.21	4876.98	4694.65	7245.44	9449.67	4947.98
ENSG00000009307	4770.93	5123.61	3342.36	3583.22	1837.85	1965.74
ENSG00000009335	179.722	163.099	142.034	136.611	64.232	87.6488
ENSG00000009413	6.47846	16.4929	17.2956	29.2405	18.096	30.1546
ENSG00000009694	0.38844	0.312727	0.675524	0.665325	0.782057	1.43351
ENSG00000009709	6.23229	8.36254	5.05791	3.55825	12.5476	6.38884
ENSG00000009724	2.98368	13.2116	11.4154	9.58215	8.00949	2.75276
ENSG00000009765	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000009780	17.8659	30.2055	42.2552	21.4206	9.59197	8.79105
ENSG00000009790	0.0	2.37487	12.3119	0.842087	1.31978	0.0
ENSG00000009830	21.3888	11.6487	15.7538	37.1737	10.1324	13.1556
ENSG00000009844	159.825	154.089	115.296	152.083	68.858	67.9629
ENSG00000009950	69.4683	55.9279	97.6987	143.559	137.835	146.761
ENSG00000009954	52.9034	82.0807	97.7299	72.6108	49.3763	38.3577
ENSG00000010017	163.127	148.428	146.377	309.166	80.3257	124.677
ENSG00000010072	14.5754	17.6016	16.4759	32.7664	17.1179	22.4123
ENSG00000010165	84.709	62.8607	61.4879	41.6347	39.5471	22.6531
ENSG00000010219	25.4581	19.0824	21.984	30.8242	18.8526	29.1573
ENSG00000010244	133.13	171.829	199.917	363.756	151.744	153.371
ENSG00000010256	1943.52	1549.58	782.434	2188.66	1308.02	1167.54
ENSG00000010270	32.1586	32.363	50.3334	27.5408	25.1789	23.0765
ENSG00000010278	55.388000000000005	39.6374	535.131	266.161	132.165	117.344
ENSG00000010292	10.3478	23.3263	30.8083	10.9887	17.2223	15.7843
ENSG00000010295	37.4146	44.3902	67.8061	18.5507	42.2893	32.7022
ENSG00000010318	3.4762699999999995	2.79869	6.04547	4.4656400000000005	2.33295	2.13815
ENSG00000010319	7.237010000000001	8.41592	66.0047	30.9891	32.3788	10.8809
ENSG00000010322	29.7122	52.5404	101.49799999999999	66.7949	45.5774	67.2264
ENSG00000010327	6.7687100000000004	6.440180000000001	52.3642	9.66126	15.4171	23.4655
ENSG00000010361	63.9417	34.319	63.8681	116.541	77.0212	80.6742
ENSG00000010379	0.81433	0.0	0.56647	0.0	3.2790199999999996	0.0
ENSG00000010404	114.61	136.26	268.843	100.435	87.6482	126.23200000000001
ENSG00000010610	3.3271699999999997	0.0	24.302	0.0	0.0	8.1858
ENSG00000010626	38.7878	31.2275	22.2204	13.677999999999999	12.2498	28.0674
ENSG00000010671	0.867532	0.0	8.44871	0.742959	0.0	1.0671899999999999
ENSG00000010704	6.51464	1.31121	15.8612	1.39479	10.9301	6.01045
ENSG00000010803	144.136	126.53200000000001	100.83200000000001	132.505	72.1385	64.1115
ENSG00000010810	12.349	20.5941	73.0174	49.857	21.3107	43.4028
ENSG00000010818	133.407	151.86700000000002	114.755	184.27599999999998	77.0158	132.347
ENSG00000010932	0.982625	0.0	3.4177	0.0	0.0	0.0
ENSG00000011007	97.5753	86.8546	76.0021	51.1977	47.0376	29.5853
ENSG00000011009	22.0319	23.0589	38.3151	20.7551	17.743	24.3922
ENSG00000011021	7.015960000000001	17.416	29.283	33.5475	14.1254	12.946
ENSG00000011028	64.8519	44.2839	66.6062	11.6313	8.65896	39.262
ENSG00000011052	1512.79	1034.16	1103.01	2686.78	1143.98	851.316
ENSG00000011083	0.0	0.0	0.5605859999999999	0.0	0.0	0.9913360000000001
ENSG00000011105	36.2714	26.5469	133.03799999999998	19.7674	30.9808	24.3376
ENSG00000011114	17.3201	25.0994	21.2853	14.833	10.8487	22.7266
ENSG00000011132	70.5753	45.8923	49.7235	85.2374	40.077	52.3132
ENSG00000011143	5.28672	14.4713	14.7103	5.43309	7.09593	5.20274
ENSG00000011198	49.3968	25.6572	97.5431	40.9391	27.8038	49.0042
ENSG00000011243	64.8259	123.609	155.85399999999998	287.32599999999996	103.802	155.293
ENSG00000011258	3.26815	18.418	15.9139	14.9273	7.31095	8.04059
ENSG00000011260	37.7288	54.6747	83.1097	120.62799999999999	54.0162	43.3177
ENSG00000011275	45.9368	60.5756	60.6041	82.7508	32.9547	46.7659
ENSG00000011304	40.0768	65.4268	264.072	76.2712	65.7456	99.97
ENSG00000011332	0.0	0.0	0.0	1.7127400000000002	0.0	2.46018
ENSG00000011347	6.37674	2.2002099999999998	28.5161	2.3404599999999998	2.44542	4.48246
ENSG00000011376	9.81855	18.5994	26.5167	18.7958	10.853	12.7887
ENSG00000011405	3.49349	10.9945	12.8136	9.7915	10.6569	18.7527
ENSG00000011422	10.0268	16.1448	198.785	17.174	13.4581	129.511
ENSG00000011426	0.0	0.0	2.1411599999999997	0.0	0.0	0.0
ENSG00000011451	71.524	73.6186	130.368	84.5144	65.6208	76.8474
ENSG00000011454	49.0351	72.4526	77.8514	70.1546	39.4895	41.8693
ENSG00000011465	754.068	1112.31	3298.36	1282.79	330.48900000000003	2233.84
ENSG00000011478	2.26411	7.29121	15.7498	3.878	9.11679	5.57036
ENSG00000011485	150.445	118.58	111.97200000000001	190.109	90.374	119.065
ENSG00000011523	79.6723	80.1787	69.2778	95.5245	32.0813	34.3029
ENSG00000011566	15.2708	31.9651	27.6192	20.4017	18.0371	27.8022
ENSG00000011590	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000011600	28.075	11.3014	185.532	18.0327	0.0	25.9022
ENSG00000011638	454.26300000000003	579.705	490.805	376.61699999999996	142.7	237.791
ENSG00000011677	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000012048	2.4272299999999998	1.95413	1.26634	3.11804	1.62894	0.0
ENSG00000012061	289.998	205.628	194.328	380.509	199.977	183.27900000000002
ENSG00000012124	0.0	0.784818	10.1717	0.0	1.30843	0.0
ENSG00000012171	31.7659	27.4923	98.3326	14.9625	19.1865	23.445999999999998
ENSG00000012174	23.8339	25.2478	19.1973	49.4172	8.41849	20.0604
ENSG00000012211	92.1211	26.6995	37.1675	59.9587	17.3105	29.4637
ENSG00000012223	2.97165	1.19621	5.1679	3.8174	5.9829	21.9333
ENSG00000012232	49.728	65.6578	75.4109	36.6251	29.3681	14.6814
ENSG00000012504	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000012660	4.88868	7.8716	170.035	31.4002	42.6509	54.123999999999995
ENSG00000012779	2.52243	0.676922	60.8285	4.3204400000000005	3.38564	8.274519999999999
ENSG00000012822	125.51799999999999	270.82099999999997	312.832	386.97900000000004	259.928	325.574
ENSG00000012963	30.3529	32.2564	49.8298	71.7445	16.2961	13.4418
ENSG00000012983	6.03331	12.629000000000001	16.7877	11.884	9.71761	11.8749
ENSG00000013016	3.90706	2.35913	10.8714	2.50952	11.7993	7.20936
ENSG00000013275	227.83700000000002	172.15599999999998	210.729	352.089	210.135	181.62900000000002
ENSG00000013288	13.6757	9.786760000000001	57.6077	11.712	3.0593	7.47692
ENSG00000013293	0.0	0.0	0.462477	0.0	0.0	0.0
ENSG00000013297	8.4225	0.0	31.2476	0.0	0.0	10.3609
ENSG00000013306	75.1242	59.2717	121.24	68.197	62.5165	75.7791
ENSG00000013364	117.38600000000001	57.9013	212.19299999999998	72.2117	86.5456	72.2007
ENSG00000013374	71.801	113.014	141.983	165.127	50.8934	69.4695
ENSG00000013375	8.6589	12.3932	20.7472	25.5424	11.6221	14.2022
ENSG00000013392	12.5978	27.529	21.2824	63.1915	16.9089	13.2832
ENSG00000013441	43.9821	297.093	490.269	330.731	349.88199999999995	723.15
ENSG00000013503	17.4034	12.9335	12.1063	25.605	6.588489999999999	9.88095
ENSG00000013523	20.1789	18.3647	34.7873	30.0545	14.130999999999998	6.47555
ENSG00000013561	87.3248	105.456	145.421	230.02200000000002	28.4143	42.3178
ENSG00000013563	542.298	498.167	333.71	303.664	214.632	342.10400000000004
ENSG00000013583	142.739	157.387	267.66	244.485	112.45299999999999	103.06299999999999
ENSG00000013588	1.79093	2.8837	66.0285	1.53376	0.0	50.6714
ENSG00000013619	13.5638	36.4001	15.7256	7.7441	0.0	5.56182
ENSG00000013725	0.0	1.5411	3.32893	0.0	0.0	2.35475
ENSG00000013810	3.51775	5.6641699999999995	23.2469	4.51893	21.2471	2.16367
ENSG00000014123	29.0145	54.5047	52.4765	76.2011	38.0784	49.1756
ENSG00000014138	5.8589199999999995	5.39077	11.6446	2.86721	10.1108	10.2962
ENSG00000014164	73.5449	44.0404	44.8177	69.2306	34.2641	62.0585
ENSG00000014216	208.11900000000003	112.46700000000001	159.64700000000002	73.2469	77.4883	84.1696
ENSG00000014257	0.0	0.0	2.60452	0.0	0.0	0.0
ENSG00000014641	1869.9	2023.28	1469.39	3435.31	1546.67	1292.27
ENSG00000014824	60.1607	75.446	68.4077	67.3749	41.9272	21.348000000000003
ENSG00000014914	3.80862	2.2997	14.5716	4.07716	2.556	3.5138599999999998
ENSG00000014919	37.6388	59.3928	62.8383	64.4682	8.08312	24.0766
ENSG00000015133	1.14229	1.53274	12.4489	1.63044	2.04427	1.4051799999999999
ENSG00000015153	37.9322	53.8062	45.2343	69.6115	26.6689	37.774
ENSG00000015171	69.7076	133.878	108.665	84.1525	74.3993	82.6509
ENSG00000015413	0.0	0.0	1.8778599999999999	0.0	0.0	0.0
ENSG00000015475	8.7474	10.5636	100.40100000000001	74.9132	29.3523	26.9014
ENSG00000015479	192.178	352.26300000000003	359.67400000000004	536.852	319.36	313.802
ENSG00000015520	0.0	0.6170800000000001	2.39932	0.656416	0.0	0.47143900000000005
ENSG00000015532	25.0364	25.3247	38.4045	19.792	24.1262	26.8498
ENSG00000015592	0.0	0.0	1.7893700000000001	2.20295	3.45261	0.0
ENSG00000015676	229.976	156.296	176.59900000000002	181.606	56.1232	69.8073
ENSG00000016082	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000016391	20.9813	23.93	20.6765	11.2303	7.040369999999999	10.7542
ENSG00000016402	2.02464	9.78004	2.81679	1.7339099999999998	2.71751	2.4906
ENSG00000016490	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000016602	0.0	0.0	0.0	0.0	0.0	0.0
ENSG00000016864	48.4582	47.6825	112.363	66.8609	39.7476	31.4611
ENSG00000017260	25.0339	51.4144	52.9537	35.0028	34.2867	40.851
ENSG00000017373	0.5483399999999999	0.0	3.43296	1.4088	0.0	0.0
ENSG00000017427	7.798610000000001	15.6964	8.13739	16.6969	5.23372	9.59341
ENSG00000017483	0.0	1.2335200000000002	2.1316200000000003	0.0	0.0	3.76955
