baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000171863	318.186664669688	9.21350267461676	0.731052564347543	12.603064572846	2.03097113191376e-36	5.1383569637418e-34
ENSG00000103342	395.806193754549	9.28496585613835	0.74650133229964	12.4379762692928	1.62570725307922e-35	4.02362545137106e-33
ENSG00000232995	213.48648880468	-6.44856731066988	0.52332626498499	-12.3222695708858	6.87323010901369e-35	1.6649303147047e-32
ENSG00000244687	257.778608638514	-5.49086570534892	0.447486034644976	-12.2704738924539	1.30487377752894e-34	3.09499749107647e-32
ENSG00000257103	325.604702024875	-8.97207128288978	0.731406093131144	-12.2668806934331	1.36407865230776e-34	3.16939499112732e-32
ENSG00000168477	397.323234244557	-9.07183790677371	0.740963251172291	-12.2433034194624	1.82452550076259e-34	4.15444456523641e-32
ENSG00000183087	306.505416705838	9.07431787079908	0.74323375922505	12.2092380198938	2.77475625931043e-34	6.19423529651945e-32
ENSG00000079459	346.592451567407	9.13278334922123	0.749706803092973	12.1818066896862	3.88577453104076e-34	8.50760442998058e-32
ENSG00000244274	253.38397689352	-4.20041911962765	0.34761808964791	-12.0834307670297	1.29213594292944e-33	2.77565428495315e-31
ENSG00000183311	500.058710290134	-9.13249111193255	0.756727960038988	-12.0683939198732	1.55132428043817e-33	3.27070869125715e-31
ENSG00000172458	284.478791873017	6.46226360755218	0.538038719344224	12.0107779890424	3.11896925581288e-33	6.45626635953265e-31
ENSG00000204574	304.609033965324	-8.82787531580038	0.740837500199925	-11.9160751357998	9.75990179434677e-33	1.98422289158282e-30
ENSG00000010282	370.821744563759	9.06104285402143	0.764228641242895	11.8564554702963	1.99231971728337e-32	3.97939648794232e-30
ENSG00000143761	621.753323859728	5.21524785002724	0.442959116978426	11.7736550623502	5.33613775478268e-32	1.04744704031381e-29
ENSG00000170144	244.913491269083	4.24360702912692	0.362030847126411	11.7216725116387	9.87038309784425e-32	1.90464934862639e-29
ENSG00000137312	265.165155034624	-8.69257360194179	0.741771283888978	-11.7186709579375	1.02263722005599e-31	1.94045412505624e-29
ENSG00000214872	621.82359660731	9.23544829047922	0.791455914963774	11.6689358382039	1.83706757350522e-31	3.4286908728454e-29
ENSG00000249222	315.430171044146	-8.74797945297495	0.753287935376803	-11.613061941048	3.53718059070552e-31	6.49529048793264e-29
ENSG00000141027	208.634781121226	8.66548299312783	0.74908537089991	11.5680846666617	5.98027850815504e-31	1.08072175897373e-28
ENSG00000107341	263.57250415418	8.72540224764748	0.766898886367444	11.3775132585952	5.41210037300326e-30	9.62761917916284e-28
ENSG00000156599	225.216132005269	8.64309060866305	0.759952408055253	11.3731998438969	5.68640040199425e-30	9.95994901180071e-28
ENSG00000113387	180.131559651522	8.49232437881453	0.753480941507894	11.2707885641001	1.82924210487273e-29	3.15544263090545e-27
ENSG00000213918	218.654558077229	4.70051905981701	0.417690944604562	11.2535814351137	2.22375292412404e-29	3.77872045390331e-27
ENSG00000270647	217.673117023843	-8.41669890843622	0.75287409080922	-11.1794243037234	5.14224755389353e-29	8.60948358839381e-27
ENSG00000269955	195.624641803726	-8.34845551615242	0.74948809996116	-11.1388766767412	8.11362508975896e-29	1.33874813981023e-26
ENSG00000166912	158.198804209498	8.3754914918017	0.753212925725361	11.1196863539429	1.00625115607261e-28	1.63659563026952e-26
ENSG00000137878	160.956385789669	-7.15356533982804	0.643752039220774	-11.1122993078003	1.09308092708011e-28	1.75277835983198e-26
ENSG00000261371	222.129187475272	-8.40117427859078	0.756693467728559	-11.1024802471328	1.22010218226122e-28	1.92928657570056e-26
ENSG00000231116	194.900037712993	-8.32488173375106	0.751853825679525	-11.0724737301523	1.70624522795843e-28	2.66104135894612e-26
ENSG00000186660	160.137615005706	8.35816420669768	0.756660546604161	11.0461213343401	2.2889187315974e-28	3.52153239989681e-26
ENSG00000125817	285.01060901928	8.63348170905399	0.784187693469615	11.0094582979942	3.4406618382831e-28	5.22292467051374e-26
ENSG00000182774	193.922518476032	-8.28404751777706	0.756093505534998	-10.9563796767642	6.19274155419783e-28	9.27688981507135e-26
ENSG00000112514	182.711628732267	-8.23826170165379	0.755206746429314	-10.9086177270066	1.04838285347469e-27	1.55010893335187e-25
ENSG00000169926	155.299311864291	8.29243487342742	0.761497700071845	10.8896387640371	1.29151527773127e-27	1.88511556884237e-25
ENSG00000206406	175.535611278563	-8.20273235033487	0.755125761888403	-10.8627367311925	1.73471138215147e-27	2.49996064377146e-25
ENSG00000148377	306.161907604212	4.79102145123432	0.441717816357244	10.846339617326	2.07572429998558e-27	2.95401514441698e-25
ENSG00000177688	169.980469796564	-8.17215910450089	0.7553400107613	-10.8191794265794	2.79266456031303e-27	3.9252451875511e-25
ENSG00000102763	173.435833683272	8.31498097162198	0.770470979627337	10.7920754856254	3.75218506272426e-27	5.20958865111167e-25
ENSG00000197728	211.848799480745	7.68684193100363	0.715589128081329	10.7419769660475	6.46450458142242e-27	8.86727526018004e-25
ENSG00000134184	209.440137522222	-6.23316660058283	0.580976871265163	-10.7287689215738	7.4583149565077e-27	1.0108680449981e-24
ENSG00000281013	171.076558937427	-8.11111633567388	0.763135775899658	-10.6286673902973	2.19222458336732e-26	2.93629139783964e-24
ENSG00000272391	152.659265867974	-8.04004087850313	0.759594404243658	-10.5846499573792	3.51090555154181e-26	4.64786740747715e-24
ENSG00000219200	159.214438605668	-5.09547361064076	0.481642453809312	-10.5793697593321	3.71448315363458e-26	4.8608495062218e-24
ENSG00000182196	135.559416147364	-7.50531062509482	0.711241504482547	-10.5524081170645	4.95115673669158e-26	6.40555902809473e-24
ENSG00000149136	137.749010233207	8.11596064748899	0.769308772375038	10.5496790611566	5.09709017556655e-26	6.52026647739608e-24
ENSG00000265241	179.231151293891	-8.10574634039152	0.768529984932125	-10.547078837929	5.24009812165205e-26	6.62872412388985e-24
ENSG00000196497	156.247748880105	-7.53593445875434	0.715937091865477	-10.5259729442406	6.55803867416262e-26	8.20475497860895e-24
ENSG00000164091	242.426155005271	4.64429943835808	0.441381596562954	10.5221864131249	6.82706531711644e-26	8.44849332993159e-24
ENSG00000171055	1076.89172849588	4.18709054510977	0.401295007108684	10.4339462762759	1.73528284497029e-25	2.12432206343944e-23
ENSG00000266964	533.715608850752	-4.47432205200776	0.429044945731196	-10.4285625469435	1.83645394968261e-25	2.22425832097197e-23
ENSG00000214736	149.146738395944	-7.97359487396177	0.764972293897891	-10.4233773400244	1.93941407079493e-25	2.32423465221056e-23
ENSG00000130177	117.20831628412	7.98664235263834	0.767399900048983	10.4074060370982	2.29386842513528e-25	2.72038458543387e-23
ENSG00000139112	261.71537380203	5.05902462914156	0.486542548310063	10.3979079460026	2.53436204226114e-25	2.97460946919001e-23
ENSG00000227222	144.125312869763	-7.94200928039835	0.765149756963083	-10.3796795439374	3.0680327963079e-25	3.56424014142505e-23
ENSG00000215375	130.730771030324	5.66841783908851	0.546611996128562	10.3700941055734	3.39190564071897e-25	3.90069148682681e-23
ENSG00000224455	142.569816402851	-7.919361924385	0.766651573444369	-10.3298058710104	5.16650383442664e-25	5.88206461549473e-23
ENSG00000260916	286.325967892591	-3.93656725598828	0.381186561609314	-10.3271407034095	5.31204427230792e-25	5.98788356833918e-23
ENSG00000167774	163.091580829544	-7.56949336564149	0.735688383939893	-10.2889939964852	7.89973845716707e-25	8.8175021896909e-23
ENSG00000150907	108.350995694021	7.90454772242757	0.768809033767753	10.281548961111	8.53448177203419e-25	9.43350242471934e-23
ENSG00000062582	108.68137511275	-6.12602779910525	0.596379558227569	-10.2720284667565	9.42027599046268e-25	1.03124848222517e-22
ENSG00000171161	153.466749220279	8.06770681392067	0.786262746630332	10.2608280100975	1.05795645423126e-24	1.14712706965932e-22
ENSG00000226784	136.024045950716	-7.8720225335422	0.767362589247886	-10.2585435410108	1.08328244304402e-24	1.16350666170341e-22
ENSG00000106588	138.445190549467	-7.87915451136517	0.768341522669528	-10.254755572743	1.12660670961677e-24	1.19873059710158e-22
ENSG00000063854	156.637584626794	8.05199322592926	0.790052535223886	10.1917187363338	2.15912720406125e-24	2.25519846038875e-22
ENSG00000139675	97.9364539122908	-4.77379017315221	0.468372028300477	-10.1923041614468	2.14616177315702e-24	2.25519846038875e-22
ENSG00000237825	131.222278692191	-7.81973032330199	0.769891210822507	-10.1569289444776	3.08645433810736e-24	3.19448023994111e-22
ENSG00000116521	133.330058679187	-7.82200760887001	0.771270529638734	-10.1417172163104	3.60702280492e-24	3.69963555261389e-22
ENSG00000118482	113.950265027853	7.88165509156173	0.777400892476005	10.1384693120931	3.72896655358152e-24	3.79056109040408e-22
ENSG00000006712	103.616581364213	7.83106575412112	0.772908534695578	10.1319436939657	3.98645159113614e-24	4.01643817390133e-22
ENSG00000266094	426.772362773853	-8.29720277502315	0.821524836788783	-10.0997588915944	5.53781745156055e-24	5.5305308496506e-22
ENSG00000107317	116.094606540877	7.85257145788561	0.782555264545153	10.0345263953336	1.07473916117713e-23	1.06399176956536e-21
ENSG00000198690	103.169355249103	7.78700468029762	0.777965421263826	10.0094483218128	1.38522824001178e-23	1.35955375108053e-21
ENSG00000157600	137.232587693382	4.1451017126192	0.414344230030368	10.0040049123295	1.46355622835726e-23	1.42415279143995e-21
ENSG00000170889	570.853195205837	3.6718195496302	0.36765282025139	9.98719266486116	1.73423708213947e-23	1.67324484577609e-21
ENSG00000262666	119.995734542846	-7.71589666021652	0.772821859606085	-9.98405591703811	1.78996863988116e-23	1.71250361050815e-21
ENSG00000205678	308.075534042702	4.56971818524794	0.45837239467513	9.96944457897973	2.07385306285585e-23	1.95130720005073e-21
ENSG00000213533	1204.57596347035	-6.73652897210789	0.675675282980008	-9.97006867321979	2.06086293212027e-23	1.95130720005073e-21
ENSG00000187144	119.449266716159	7.83350316826911	0.787780441874709	9.94376447024687	2.6848491996208e-23	2.50549247030187e-21
ENSG00000185414	134.226944967868	-7.75256175547018	0.780061567603399	-9.93839727201091	2.83349180256073e-23	2.62270765627268e-21
ENSG00000108825	115.753445389734	-7.67315824342259	0.774259305252398	-9.91032098854949	3.75438024104126e-23	3.44706605195603e-21
ENSG00000265354	117.80533718785	-7.66745740446191	0.776715171620926	-9.87164624126076	5.52502895430415e-23	5.03219637158022e-21
ENSG00000115657	122.230951907972	-4.17207411472702	0.424371876214672	-9.83117484584804	8.26488985832417e-23	7.46791833627149e-21
ENSG00000170296	499.546456820524	-3.96454426716561	0.404894337574205	-9.79155275649918	1.2240151811134e-22	1.09727660133669e-20
ENSG00000161010	751.546160660341	3.87315896215736	0.396591870728484	9.76610780004871	1.57382469322538e-22	1.39984329159148e-20
ENSG00000100413	766.983400332712	4.26057658375174	0.436648078216944	9.7574609766974	1.71392367896985e-22	1.51263729341641e-20
ENSG00000185880	102.836204949455	7.69290639596302	0.788840470892276	9.75217002654718	1.80566525091419e-22	1.58134606781985e-20
ENSG00000274112	108.760678274329	-7.58454446184576	0.778259392098897	-9.74552255821919	1.92784433818195e-22	1.67545860993904e-20
ENSG00000148842	143.240984211761	3.83612343362517	0.393778888063423	9.74182098103572	1.99938911767404e-22	1.72447311399386e-20
ENSG00000142856	257.19761786948	6.04577816652019	0.62282622210058	9.70700646824061	2.81482625006117e-22	2.40953359826665e-20
ENSG00000228892	112.480441266166	-7.58033833417973	0.782279875389512	-9.69005923922731	3.32335852370947e-22	2.82361468600241e-20
ENSG00000154582	96.2115018003494	7.6385637154986	0.788364912984864	9.68912186436341	3.3539992348672e-22	2.828539354738e-20
ENSG00000198561	113.12382601437	7.7177513422008	0.796683901046589	9.68734441861087	3.41286970321912e-22	2.85702364493747e-20
ENSG00000149115	97.9855757511894	7.64766370144055	0.790297531922681	9.67694240779783	3.77847246052463e-22	3.13999335496882e-20
ENSG00000088986	89.8670361321259	7.6021243741081	0.786500679501514	9.66575690554564	4.21492491687769e-22	3.47731305642409e-20
ENSG00000237344	106.749403142549	-7.54564165744203	0.781120113543875	-9.66002734612491	4.4574496162147e-22	3.6509398475255e-20
ENSG00000123094	93.358961143596	7.6103286858816	0.788827784113133	9.64764279244775	5.02985878946093e-22	4.09035302271519e-20
ENSG00000143614	101.13216611241	-7.51158009740072	0.779533204062954	-9.63599761786939	5.63420288813934e-22	4.54931914052953e-20
ENSG00000205560	463.321952156805	-5.68123612905627	0.589699498121734	-9.63412067867059	5.73811590182827e-22	4.60059503819119e-20
ENSG00000173933	112.780828489538	-4.19125517866763	0.43680748708655	-9.59519995095039	8.37545471015211e-22	6.66815048077495e-20
ENSG00000198881	144.113740244191	-4.62845446455756	0.48352701648675	-9.57227684646737	1.04576819935269e-21	8.26810482613219e-20
ENSG00000128739	209.170959592943	-6.02066011036426	0.630168577232223	-9.55404685014243	1.24726709883621e-21	9.79319718637946e-20
ENSG00000227277	99.9928693278701	-7.47504628891284	0.782659019046909	-9.55083389700876	1.28656481352468e-21	1.00325619191633e-19
ENSG00000160683	72.0081922591903	6.97994440451851	0.731030647311828	9.54808725213562	1.3211285633079e-21	1.02320059137826e-19
ENSG00000112511	97.1321946660438	-7.45862073788326	0.781721442526718	-9.5412768949706	1.41084341632241e-21	1.0853008307318e-19
ENSG00000173273	86.1015859055429	7.53269658315074	0.789697013070256	9.5387173288961	1.44609764431251e-21	1.1049544752012e-19
ENSG00000143624	95.0684281084532	-7.4442830872629	0.7811354974239	-9.53007911151566	1.57163415486484e-21	1.19287032354242e-19
ENSG00000226098	98.2090735269042	-7.45209073525137	0.783535178605657	-9.51085661337219	1.8909888856611e-21	1.42575552736766e-19
ENSG00000204619	93.0933613866333	-7.42322237260937	0.781521214424289	-9.49842721553978	2.13084185445104e-21	1.59602858637665e-19
ENSG00000204822	75.0167019176343	-5.93546114415512	0.625682918612087	-9.48637235825676	2.3921436089125e-21	1.78003627369077e-19
ENSG00000114786	91.8041411966253	-6.95265632547878	0.736812267238956	-9.43612998129408	3.8680226998586e-21	2.85957392453832e-19
ENSG00000229937	94.359853097761	-7.39970853234648	0.785793944403021	-9.41685614282526	4.64796352196469e-21	3.41400417403665e-19
ENSG00000123200	83.4543172815414	7.47155908523166	0.794565018120694	9.40333253394845	5.28617002242366e-21	3.85788754521111e-19
ENSG00000272333	91.0363501766757	-7.37507727730621	0.784997599891222	-9.39503162599247	5.72006363511065e-21	4.14795697361368e-19
ENSG00000069011	202.378974499185	6.94910974304487	0.740762945440172	9.3810169445174	6.5339445458051e-21	4.70816194012602e-19
ENSG00000130520	83.9143806233332	7.46049015939246	0.7954410938894	9.37906051963389	6.65631646603487e-21	4.7661737714344e-19
ENSG00000213593	73.5446586719364	7.39578663953729	0.78959561760897	9.36654975610552	7.49422857401222e-21	5.33261201969557e-19
ENSG00000135842	947.486709169392	3.66986725782751	0.392483858947231	9.3503647963289	8.73459425489485e-21	6.17660593738993e-19
ENSG00000231321	89.5096641534525	-7.34980122448749	0.786322204309677	-9.34706051057019	9.01173933038843e-21	6.33325014052298e-19
ENSG00000122873	111.182543319832	7.57207854188928	0.810546850996109	9.34193814038472	9.45865655900785e-21	6.60655244934383e-19
ENSG00000229861	102.056144251747	-7.40577612759148	0.792881359096744	-9.34033325746009	9.60313749877183e-21	6.66656831850715e-19
ENSG00000166136	259.562127075794	-3.52445292647548	0.377915270951684	-9.32603998139592	1.09900446272856e-20	7.58313079282705e-19
ENSG00000120688	70.4997017494304	7.35383852167284	0.790335235080532	9.3047079204605	1.34361114560383e-20	9.21506800765034e-19
ENSG00000204580	89.6658891425772	-7.30295873436006	0.792190115199323	-9.21869459646383	3.00739044342421e-20	2.05024791607093e-18
ENSG00000141404	89.3092733325779	5.01657913838514	0.546032409305529	9.18732854111255	4.02718268914527e-20	2.72913541166184e-18
ENSG00000196616	323.772946156989	6.4775833133896	0.707382290374825	9.15711829590373	5.33016300345478e-20	3.59076365646939e-18
ENSG00000270181	83.4077815629997	-7.24433459924633	0.791709476146439	-9.15024364051742	5.68052868533737e-20	3.80428347544506e-18
ENSG00000181029	70.6011756085944	-6.00756346544165	0.659593790708655	-9.10797455959559	8.39342388699001e-20	5.58825327212756e-18
ENSG00000133393	75.650741826724	7.30672873110518	0.803431492659007	9.09440169805033	9.51086675863528e-20	6.29541965389899e-18
ENSG00000176953	62.2939018639701	7.21627950372948	0.794674765917935	9.08079608567148	1.07783585488394e-19	7.09315676754546e-18
ENSG00000254598	76.3925867124223	-7.17443327484987	0.791218977343295	-9.06756976297475	1.21701046686376e-19	7.96302538232408e-18
ENSG00000206487	80.9570085526646	-7.19416243059345	0.794683816420293	-9.05286137951071	1.39270041097973e-19	9.060510959431e-18
ENSG00000134049	77.5920299432852	-6.68548716851909	0.740862336266211	-9.02392636425888	1.81465986415294e-19	1.17385809962393e-17
ENSG00000204209	77.9182855095754	-7.162459499099	0.79463260420657	-9.01354847659519	1.99494702727585e-19	1.2831905031376e-17
ENSG00000183726	63.1819262106902	7.19530927451079	0.798705792065359	9.0087105239397	2.08493426152398e-19	1.33353800940733e-17
ENSG00000163463	72.8330191972193	-4.89118460560738	0.546187483400056	-8.95513858201108	3.39309147753812e-19	2.1581199146241e-17
ENSG00000127922	58.9078589470253	7.13990429942742	0.797672005334889	8.95092751365877	3.52507801175689e-19	2.22961184243623e-17
ENSG00000264522	74.3689351377286	-7.11217993639146	0.796008753911989	-8.93480115820161	4.07911124101527e-19	2.5657835071248e-17
ENSG00000175137	69.4160187268135	7.20528458667034	0.806690353412682	8.93190870101344	4.1872098779179e-19	2.61930683846678e-17
ENSG00000235162	462.634557900837	4.36115378072102	0.489399374743297	8.91123692793553	5.04663420897304e-19	3.13966833164798e-17
ENSG00000235291	73.8837415890409	-7.0958451314931	0.797384293205708	-8.89890256424015	5.64015798877289e-19	3.48984775555322e-17
ENSG00000087152	56.5150155743921	7.1008347666236	0.798249284039686	8.89551034820668	5.81514380694893e-19	3.57867093200614e-17
ENSG00000213782	68.685375593953	-5.76410023034522	0.650217534734508	-8.86487970937108	7.65867111949893e-19	4.68784788685459e-17
ENSG00000281429	57.4142432444561	7.0865936229729	0.801387269585657	8.84290765766331	9.3259301296338e-19	5.67784569657117e-17
ENSG00000235107	69.4068227893766	-7.0332758613054	0.798566672002298	-8.80737464746734	1.28110945960709e-18	7.75820808384399e-17
ENSG00000248098	103.621803138736	-4.53861980980577	0.516006125132415	-8.79567041697632	1.42196398984743e-18	8.56564022455714e-17
ENSG00000206412	69.4457188422858	-7.01366369494181	0.8009297965297	-8.75690194737528	2.00690094531035e-18	1.20255617170307e-16
ENSG00000205323	62.1165508202639	-4.80610340202971	0.549694485858865	-8.74322651157845	2.265458488695e-18	1.35037931381113e-16
ENSG00000237763	64.6661416210283	-6.96038260881206	0.800167974795815	-8.6986518181863	3.35850269564723e-18	1.99148714530957e-16
ENSG00000011295	52.305972261006	6.98866734270238	0.804507522489582	8.6868887453975	3.7250060922037e-18	2.19736758340617e-16
ENSG00000101298	153.194802278077	-3.01452438691348	0.34750782419213	-8.67469500556286	4.14660307191358e-18	2.43345752441939e-16
ENSG00000183785	350.504760167335	-4.29715952915056	0.496573911639627	-8.65361515864145	4.98932504267328e-18	2.91299823645309e-16
ENSG00000141076	68.1576233578679	-6.95655634453636	0.805941490745533	-8.63158979208432	6.05050367365419e-18	3.51454001655883e-16
ENSG00000159131	64.8695290549998	-6.91846753399702	0.805650047359057	-8.58743514839469	8.89322900370625e-18	5.13956407143125e-16
ENSG00000223494	61.5703679108276	-6.88570014682945	0.804348413895866	-8.56059392655295	1.12287546485238e-17	6.45653392290119e-16
ENSG00000023516	48.9399953685998	6.90286193705673	0.808311111424579	8.53985778432641	1.34387129309783e-17	7.68842948337626e-16
ENSG00000006788	140.845322663156	-6.64209738865438	0.780469217133328	-8.51038995881334	1.73349353698164e-17	9.86791195926796e-16
ENSG00000262771	62.4966267370354	-6.86928588309315	0.80770736993824	-8.50467154164807	1.82110438222189e-17	1.03150613888539e-15
ENSG00000168522	433.056179015122	-2.57885879515693	0.305400245016548	-8.44419360245504	3.06151445209475e-17	1.72551198203459e-15
ENSG00000232339	63.2085200213423	-6.84328416764759	0.812119734521358	-8.42644732882996	3.56318092287191e-17	1.99836526142348e-15
ENSG00000255526	57.0566987068157	-6.79656790026677	0.807508913277629	-8.41670944866716	3.87206426026887e-17	2.16095350995888e-15
ENSG00000154710	90.1371124096539	-3.52279048227812	0.419678588733903	-8.39402003544134	4.69796036237277e-17	2.60908676710312e-15
ENSG00000028310	46.9421786892136	6.81188984459926	0.814654767663971	8.36168904299474	6.18266276593088e-17	3.4169716305885e-15
ENSG00000126214	399.098925959281	-2.52738873952903	0.304309691978176	-8.30531792497193	9.95525223184642e-17	5.47538872751553e-15
ENSG00000266472	54.9986378250446	-6.72970186083715	0.811877449278777	-8.28906119613917	1.14145808842085e-16	6.24783670032275e-15
ENSG00000120675	46.0479155080035	6.74893880426823	0.820238398503703	8.22802104434491	1.90331649916091e-16	1.03680661927976e-14
ENSG00000180185	53.1180597365467	6.79145922126372	0.829224165631523	8.1901366394592	2.60929774299e-16	1.41461213352101e-14
ENSG00000258366	55.4227144670043	-5.28137890721031	0.64537861173922	-8.18338074913516	2.75989385477482e-16	1.48916547566878e-14
ENSG00000168621	177.966700537072	4.85253397464069	0.593542277355444	8.17554900429568	2.94521700295294e-16	1.58166488578392e-14
ENSG00000133112	15668.5275426454	3.8861348688899	0.476795930657678	8.1505202100393	3.6236207555035e-16	1.93685081227264e-14
ENSG00000104643	42.3161502487622	6.67434987827843	0.821085589874827	8.1286895794821	4.33956024910461e-16	2.30868660916149e-14
ENSG00000254995	54.9737579263688	-4.21458932066079	0.519016926348275	-8.12033116205673	4.64913329784485e-16	2.46187826027738e-14
ENSG00000270885	52.1766436530186	-6.63879107415981	0.817843980108302	-8.11742977344001	4.76160170260329e-16	2.50976089741382e-14
ENSG00000198585	119.497643357275	3.0778004487538	0.379227390945745	8.11597611944159	4.81895457185469e-16	2.52828561292929e-14
ENSG00000120685	41.4247004630623	6.66213445009213	0.821410027882307	8.11060764289414	5.03672459730718e-16	2.63041786882304e-14
ENSG00000204316	110.654528328579	-4.20667030619849	0.519579009008373	-8.09630534194791	5.66535160914317e-16	2.94520676119155e-14
ENSG00000169083	111.157697019326	4.43491645843517	0.549399952337989	8.07229130538188	6.89910308133505e-16	3.57028584459089e-14
