ENSEMBL ID	Human_Muscle_Relative_Gene_Expression_Difference(RPKM)	Chimp_Muscle_Relative_Gene_Expression_Difference(RPKM)	Rhesus_Monkey_Muscle_Relative_Gene_Expression_Difference(RPKM)
ENSG00000005955	0.3454260678273462	0.39557223490503485	0.2590016972676189
ENSG00000005961	0.28926159610535074	0.5640345844498836	0.14670381944476568
ENSG00000005981	0.28929961625078243	0.3303818034769957	0.3803185802722219
ENSG00000006007	0.2752020643889324	0.3903242258574699	0.3344737097535977
ENSG00000006015	0.4098436943492323	0.2707150273785084	0.3194412782722593
ENSG00000006016	0.3878414658640925	0.511215421710399	0.10094311242550849
ENSG00000006025	0.40403488788279335	0.43845712071718096	0.15750799140002575
ENSG00000006042	0.5528347911826383	0.34801215157498944	0.09915305724237218
ENSG00000006047	0.6714484725580835	0.17855020956638995	0.1500013178755266
ENSG00000006059			
ENSG00000006062	0.16926246594182168	0.38026691818922603	0.4504706158689524
ENSG00000006071	0.35104194329720695	0.5696783397467908	0.07927971695600225
ENSG00000006074			
ENSG00000006075	0.6310709779200826	0.3689290220799173	0.0
ENSG00000006114	0.24046994573840247	0.4570418300380923	0.3024882242235053
ENSG00000006116	0.31850186414530507	0.509942897600468	0.17155523825422705
ENSG00000006118	0.20484613214955164	0.388768019099424	0.40638584875102435
ENSG00000006125	0.2815006652978803	0.449722623108159	0.26877671159396066
ENSG00000006128	0.0	1.0	0.0
ENSG00000006194	0.3063445856238997	0.3020803962488607	0.3915750181272396
ENSG00000006210	0.5375765239106742	0.46242347608932577	0.0
ENSG00000006282	0.5063173018920948	0.305260826820272	0.1884218712876333
ENSG00000006283	0.2768468958649702	0.27426430830771864	0.4488887958273111
ENSG00000006327	0.24474989396664384	0.5811568108539255	0.17409329517943056
ENSG00000006377	0.0	1.0	0.0
ENSG00000006432	0.14185718692657598	0.580743636598445	0.27739917647497897
ENSG00000006451	0.27025080464948004	0.33266328003609835	0.3970859153144216
ENSG00000006453	0.5138776437993274	0.4667881517244328	0.01933420447623989
ENSG00000006459	0.13623875228957744	0.5735645344764849	0.29019671323393753
ENSG00000006468	0.23939868350299404	0.2815699501248823	0.47903136637212373
ENSG00000006530	0.3490099480814046	0.3767214701659131	0.27426858175268226
ENSG00000006555	0.7036012795263077	0.0	0.29639872047369226
ENSG00000006576	0.15874866289055808	0.27689143461246507	0.5643599024969769
ENSG00000006606	0.7160310647834272	0.28396893521657274	0.0
ENSG00000006607	0.27232982916961496	0.494886852528763	0.23278331830162202
ENSG00000006611	0.26316409265215485	0.27912761596777125	0.4577082913800738
ENSG00000006625	0.37087143710758236	0.2050722119872981	0.42405635090511945
ENSG00000006634	0.2650456291326529	0.5899690213464026	0.14498534952094455
ENSG00000006638	0.4941106109316469	0.405594959166008	0.1002944299023452
ENSG00000006652	0.5477574047764462	0.28444817308461107	0.1677944221389428
ENSG00000006695	0.3296826067747113	0.3859117941018849	0.2844055991234037
ENSG00000006704	0.4022876812414297	0.4008141152246849	0.19689820353388543
ENSG00000006712	0.4028050508170182	0.32353168139247046	0.2736632677905114
ENSG00000006715	0.18991148493484378	0.5650326334565635	0.24505588160859262
ENSG00000006740	0.4261941987360535	0.3034520428761003	0.2703537583878462
ENSG00000006744	0.46930404110471446	0.3030660778773878	0.22762988101789772
ENSG00000006747	0.8969015399187519	0.07066287942410221	0.032435580657146
ENSG00000006757	0.9122833638385612	0.060364289224393915	0.027352346937044785
ENSG00000006788	0.007352335179960938	0.014532103603865474	0.9781155612161736
ENSG00000006831	0.3185936976504267	0.335972149197735	0.34543415315183823
ENSG00000006837	0.4201627595248889	0.2910882993801198	0.28874894109499133
ENSG00000007001			
ENSG00000007038	0.2852472586579732	0.1136795428604769	0.6010731984815499
ENSG00000007047	0.32313290942391715	0.3652366583274711	0.3116304322486118
ENSG00000007062	0.08889574012497913	0.634266877178775	0.2768373826962461
ENSG00000007080	0.23989640966494544	0.5605485839694115	0.19955500636564308
ENSG00000007168	0.19045720238462366	0.4700265368204088	0.33951626079496755
ENSG00000007171	0.4105814365450832	0.4681051893338471	0.12131337412106967
ENSG00000007174	0.6273892212972184	0.11507175842427322	0.2575390202785083
ENSG00000007202	0.18977114197358147	0.3847855203867348	0.42544333763968384
ENSG00000007216	0.0	0.20068892727282628	0.7993110727271737
ENSG00000007237	0.2805874818664985	0.3593919748402765	0.36002054329322486
ENSG00000007255	0.4379992435337229	0.0	0.5620007564662772
ENSG00000007264	0.5320426310075509	0.2136114992040241	0.25434586978842505
ENSG00000007312	0.7253545729908486	0.21628557185348954	0.058359855155661756
ENSG00000007314	0.24897819628475	0.2995777696561734	0.45144403405907657
ENSG00000007341	0.2643269920255052	0.3093169959869506	0.4263560119875442
ENSG00000007350	0.6366163553883624	0.10746608068860238	0.2559175639230353
ENSG00000007372	0.08662652301693372	0.2712913970086545	0.6420820799744118
ENSG00000007376	0.5674285075228366	0.2248730407741037	0.2076984517030597
ENSG00000007384	0.513075668916728	0.2964667247412334	0.19045760634203862
ENSG00000007392	0.39494085501273735	0.34570734477066517	0.2593518002165976
ENSG00000007402	0.4208040118687425	0.46626501532247	0.11293097280878744
ENSG00000007516	0.5292682571518039	0.39526876386471277	0.07546297898348338
ENSG00000007520	0.581471833993415	0.23948332794270316	0.17904483806388188
ENSG00000007541	0.4045153042034959	0.4148807838355026	0.18060391196100145
ENSG00000007545	0.2502625957477412	0.4433029009783678	0.3064345032738911
ENSG00000007866	0.41875083814645797	0.3421436705117404	0.23910549134180178
ENSG00000007908	0.9580590729089361	0.039497107227327445	0.002443819863736483
ENSG00000007923	0.2883907806882209	0.4151497678549126	0.29645945145686653
ENSG00000007933	0.1687164921682477	0.4802706903387516	0.35101281749300073
ENSG00000007944	0.3588094048137671	0.2887671201866908	0.3524234749995421
ENSG00000007952	0.0	0.3027597726239661	0.6972402273760339
ENSG00000007968	0.0	0.0	1.0
ENSG00000008018	0.3270513532933036	0.37426583597883006	0.2986828107278663
ENSG00000008056	0.109361987955897	0.08126704223153178	0.8093709698125713
ENSG00000008083	0.3533652300081649	0.38147676371933115	0.26515800627250397
ENSG00000008086	0.30615319180927797	0.5420662090193609	0.1517805991713611
ENSG00000008118	0.445381316526031	0.3852810726474766	0.1693376108264925
ENSG00000008128	0.235828218593536	0.4615421954974904	0.3026295859089736
ENSG00000008130	0.34333482808988475	0.2750034746533869	0.3816616972567284
ENSG00000008196	0.0	0.0	1.0
ENSG00000008197			
ENSG00000008226	0.6172658987335975	0.3104035738004181	0.07233052746598446
ENSG00000008256	0.3533207737775435	0.3846317759865046	0.262047450235952
ENSG00000008277	0.12378690413597267	0.7483119759365255	0.1279011199275018
ENSG00000008282	0.26933156033970773	0.35099417600355154	0.37967426365674073
ENSG00000008283	0.3058443532606491	0.244580986930839	0.449574659808512
ENSG00000008294	0.18819087645639807	0.5744075853251505	0.23740153821845134
ENSG00000008300	0.31185665233237636	0.4899717969899079	0.19817155067771583
ENSG00000008311	0.34021686569361936	0.36478155637713217	0.2950015779292486
ENSG00000008323	0.6683523154735846	0.2686750729694352	0.06297261155698022
ENSG00000008324	0.21134286430234556	0.1460952822308535	0.6425618534668011
ENSG00000008382	0.3688278322347979	0.31180520559175434	0.31936696217344773
ENSG00000008394	0.815447005525069	0.087817226917389	0.096735767557542
ENSG00000008405	0.2432674456111807	0.40464916904916787	0.35208338533965144
ENSG00000008441	0.281323833941904	0.2283146697451567	0.4903614963129393
ENSG00000008513	0.4034508986675129	0.47877364551038837	0.11777545582209865
ENSG00000008516	0.8256116262771038	0.07314098273670358	0.10124739098619269
ENSG00000008710	0.3697865927904774	0.38950147776174465	0.240711929447778
ENSG00000008735	0.22343920986995963	0.29013417001934566	0.4864266201106946
ENSG00000008838	0.2582270059813913	0.5671074684615406	0.17466552555706807
ENSG00000008853	0.4034965902628552	0.3842436816990498	0.21225972803809506
ENSG00000008869	0.2438622221985845	0.2308202558321208	0.5253175219692947
ENSG00000008952	0.3141033814245595	0.35805116234504514	0.32784545623039524
ENSG00000008988	0.5815460906547502	0.33246603139885506	0.085987877946395
ENSG00000009307	0.23245775344411226	0.4351093465133382	0.3324329000425495
ENSG00000009335	0.26074908716368755	0.4501103859790284	0.289140526857284
ENSG00000009413	0.23059609406548748	0.5112969078191418	0.2581069981153707
ENSG00000009694	0.5955226577022358	0.3011617354015799	0.10331560689618438
ENSG00000009709	0.4276682144735381	0.3364999351964508	0.23583185033001103
ENSG00000009724	0.3292172831817241	0.40128482056503756	0.26949789625323833
ENSG00000009765	0.0	0.0	1.0
ENSG00000009780	0.26473223335001245	0.4061947441311244	0.3290730225188631
ENSG00000009790	0.1774969923940969	0.16711782467118502	0.6553851829347181
ENSG00000009830	0.13627061090963152	0.7264159156709519	0.13731347341941655
ENSG00000009844	0.28742799629781013	0.4532620945166316	0.25930990918555824
ENSG00000009950	0.37482580309857966	0.34535686443563024	0.27981733246579016
ENSG00000009954	0.18678653939076206	0.464469105661076	0.3487443549481619
ENSG00000010017	0.23805729421007416	0.44146311019463647	0.32047959559528943
ENSG00000010072	0.261481733063556	0.47229525268708994	0.266223014249354
ENSG00000010165	0.3665742574350223	0.29136732663720805	0.34205841592776964
ENSG00000010219	0.5824473925050446	0.41755260749495526	0.0
ENSG00000010244	0.27395428551956214	0.4489941913373975	0.2770515231430403
ENSG00000010256	0.34811268086732905	0.3565831107044753	0.29530420842819566
ENSG00000010270	0.2634734775847878	0.3439930359968978	0.3925334864183144
ENSG00000010278	0.564244319547764	0.17891052240689714	0.25684515804533886
ENSG00000010292	0.2021383892456221	0.6604100701189859	0.13745154063539217
ENSG00000010295	0.25108780092331806	0.3478523876580999	0.401059811418582
ENSG00000010318	0.30985261033977923	0.07307889055198917	0.6170684991082315
ENSG00000010319	0.3366207088594291	0.4167132047014495	0.24666608643912152
ENSG00000010322	0.3640422909049667	0.3055757940816137	0.3303819150134195
ENSG00000010327	0.23845929695882093	0.3141275342070876	0.44741316883409155
ENSG00000010361	0.4737856428895759	0.24841083487818152	0.2778035222322425
ENSG00000010379	0.15048499700277854	0.22091844218372372	0.6285965608134977
ENSG00000010404	0.23983010940484117	0.5055223472696179	0.254647543325541
ENSG00000010610	0.18069598207276397	0.17720082492085992	0.642103193006376
ENSG00000010626	0.24348551220166612	0.75016353956855	0.006350948229783972
ENSG00000010671	0.36555438895768855	0.3621936474557162	0.2722519635865953
ENSG00000010704	0.3018128497592565	0.08290748324735889	0.6152796669933845
ENSG00000010803	0.4101225592293382	0.37610817901304755	0.21376926175761438
ENSG00000010810	0.39008623320056934	0.30840339895117813	0.3015103678482525
ENSG00000010818	0.2807757692531656	0.3524907982683106	0.36673343247852386
ENSG00000010932	0.42715650780692205	0.34203089181264557	0.23081260038043244
ENSG00000011007	0.1510332863852797	0.45778008969430445	0.39118662392041587
ENSG00000011009	0.2587191319544289	0.3387144066264944	0.4025664614190768
ENSG00000011021	0.3875921674108401	0.28606102494174623	0.3263468076474136
ENSG00000011028	0.4449630448514402	0.23265818708669478	0.32237876806186505
ENSG00000011052	0.5290766762901649	0.1605554087315562	0.31036791497827887
ENSG00000011083	0.38075033666940056	0.4882460732534715	0.1310035900771279
ENSG00000011105	0.4161501692372887	0.22811453978470153	0.3557352909780099
ENSG00000011114	0.2148228866752944	0.44044831995940875	0.3447287933652968
ENSG00000011132	0.2616672273154159	0.5235872032049829	0.21474556947960127
ENSG00000011143	0.25030259235408264	0.4647566338476675	0.2849407737982497
ENSG00000011198	0.19562049284008629	0.4946982317602396	0.3096812753996741
ENSG00000011243	0.3540687923331503	0.37104184349371333	0.27488936417313636
ENSG00000011258	0.27666943571595887	0.47069544657349616	0.252635117710545
ENSG00000011260	0.3382877207800214	0.08172396485574275	0.5799883143642359
ENSG00000011275	0.21896315809614111	0.4369875170473329	0.34404932485652595
ENSG00000011304	0.3746104586571178	0.37305759181353537	0.25233194952934673
ENSG00000011332	0.4908959581771682	0.23239363716999462	0.2767104046528371
ENSG00000011347	0.41685487213746814	0.2706921867230848	0.312452941139447
ENSG00000011376	0.167065103938125	0.5484878299696717	0.28444706609220327
ENSG00000011405	0.3590655193016637	0.426660405681191	0.21427407501714538
ENSG00000011422	0.7715626586302807	0.16604035337957934	0.06239698799014002
ENSG00000011426	0.12543382301983294	0.4669985191010424	0.4075676578791247
ENSG00000011451	0.35550024690799037	0.35717511790033407	0.2873246351916756
ENSG00000011454	0.25091466809450175	0.4175572935622055	0.3315280383432928
ENSG00000011465	0.29875727664696455	0.3188518733475803	0.38239085000545514
ENSG00000011478	0.24612125776108904	0.22140869246460113	0.5324700497743098
ENSG00000011485	0.28001765031919457	0.38236690062906176	0.3376154490517437
ENSG00000011523	0.3225698016179738	0.5140189745243788	0.16341122385764734
ENSG00000011566	0.2405040873188627	0.49974483021237553	0.2597510824687618
ENSG00000011590	0.0	0.17530281476475193	0.824697185235248
ENSG00000011600	0.5643545891830734	0.2676572027525824	0.16798820806434417
ENSG00000011638	0.31577577367023374	0.3161182740196533	0.368105952310113
ENSG00000011677	0.0	0.41985891646224077	0.5801410835377592
ENSG00000012048	0.15234984482261918	0.33637720936793225	0.5112729458094486
ENSG00000012061	0.3496840712941105	0.5042168167816525	0.14609911192423697
ENSG00000012124	0.6622285377921094	0.19099443120941637	0.14677703099847425
ENSG00000012171	0.4004465496982868	0.21237926726099932	0.3871741830407138
ENSG00000012174	0.27671454107657534	0.40190455208438386	0.32138090683904086
ENSG00000012211	0.36957396044003776	0.41221814852759686	0.21820789103236535
ENSG00000012223	0.5325729451191691	0.31330845576790867	0.15411859911292217
ENSG00000012232	0.23051878493652248	0.33440679547816143	0.4350744195853161
ENSG00000012504	0.0	0.5475795187194034	0.45242048128059664
ENSG00000012660	0.5524501151319768	0.2068597069774203	0.2406901778906028
ENSG00000012779	0.6477287862653776	0.23408299372452732	0.11818822001009507
ENSG00000012822	0.23036656960592314	0.5716528016289546	0.19798062876512218
ENSG00000012963	0.26663473354225725	0.3545757163421191	0.37878955011562354
ENSG00000012983	0.24207038117070065	0.5006354624427437	0.2572941563865556
ENSG00000013016	0.21988875346749495	0.5060175108850017	0.2740937356475034
ENSG00000013275	0.24129545237141373	0.3859922073632988	0.37271234026528743
ENSG00000013288	0.4483872453093823	0.21818812518116204	0.3334246295094557
ENSG00000013293	0.18173540994867146	0.6451593888985383	0.1731052011527903
ENSG00000013297	0.5226898547018111	0.24334524014365902	0.23396490515453
ENSG00000013306	0.26611201386806665	0.30836841013895067	0.4255195759929826
ENSG00000013364	0.3768513641948418	0.29933947238835906	0.3238091634167992
ENSG00000013374	0.2811604279931297	0.4271729589131225	0.29166661309374786
ENSG00000013375	0.22646405807374048	0.4858524986497136	0.287683443276546
ENSG00000013392	0.550933737313253	0.30812466459281	0.14094159809393686
ENSG00000013441	0.3723045753240256	0.26123052076284764	0.3664649039131267
ENSG00000013503	0.25059625011911957	0.22356656098752622	0.5258371888933542
ENSG00000013523	0.16436162142926877	0.33535553229746534	0.5002828462732659
ENSG00000013561	0.18274377048841342	0.5109365109186643	0.30631971859292223
ENSG00000013563	0.28851810094966984	0.3869533769364732	0.3245285221138571
ENSG00000013583	0.4778228445909658	0.28651778687585633	0.2356593685331778
ENSG00000013588	0.7438030467821528	0.05476696031611807	0.20142999290172903
ENSG00000013619	0.3713300068070147	0.3105069968505159	0.3181629963424694
ENSG00000013725	0.2927743956071076	0.29278724160150565	0.41443836279138685
ENSG00000013810	0.6744880065191379	0.2209335390981934	0.10457845438266868
ENSG00000014123	0.267287816483505	0.44348093942602135	0.2892312440904737
ENSG00000014138	0.34219943025686766	0.3407906375581895	0.3170099321849429
ENSG00000014164	0.3974601811084972	0.3673965438403199	0.23514327505118288
ENSG00000014216	0.32056826922904513	0.3652402409133046	0.31419148985765033
ENSG00000014257	0.24106218708781063	0.21690858005419858	0.5420292328579907
ENSG00000014641	0.33676146391433837	0.3624654110211632	0.3007731250644985
ENSG00000014824	0.24795482253642387	0.34955351172612875	0.4024916657374475
ENSG00000014914	0.32800793340873763	0.5336323967385348	0.13835966985272757
ENSG00000014919	0.2229007248567236	0.5254293565026456	0.2516699186406309
ENSG00000015133	0.3176089011772259	0.3293159211762009	0.35307517764657315
ENSG00000015153	0.25652533786261933	0.4959684590568288	0.2475062030805518
ENSG00000015171	0.22008061714301072	0.3759397509590618	0.4039796318979274
ENSG00000015413	0.06476212285235308	0.15352974710195483	0.7817081300456921
ENSG00000015475	0.515258299103291	0.2901554652092428	0.1945862356874663
ENSG00000015479	0.362929241248595	0.4979096995818698	0.13916105916953514
ENSG00000015520	0.41577510599405676	0.0	0.5842248940059434
ENSG00000015532	0.36116551978317424	0.33203069464102497	0.3068037855758007
ENSG00000015592	0.0969165283743541	0.5680018058276998	0.3350816657979462
ENSG00000015676	0.17439951752019808	0.31382946803496176	0.5117710144448401
ENSG00000016082			
ENSG00000016391	0.16077747898205189	0.48210793939473556	0.3571145816232127
ENSG00000016402	0.08795298654031332	0.21230270476105947	0.6997443086986272
ENSG00000016490	0.0	0.0	1.0
ENSG00000016602			
ENSG00000016864	0.25218466520525085	0.30674093662458946	0.4410743981701596
ENSG00000017260	0.22589630737797323	0.4256939137923279	0.34840977882969887
ENSG00000017373	0.28215440521750873	0.3547546846446464	0.3630909101378448
ENSG00000017427	0.22799677017604794	0.306151629093989	0.46585160072996307
ENSG00000017483	0.05389665172049212	0.1655968201180203	0.7805065281614876
ENSG00000017621	0.33929279767994613	0.34316693844287965	0.31754026387717416
ENSG00000017797	0.19355128435863833	0.4610541281359403	0.3453945875054214
ENSG00000018189	0.23665002297472978	0.4759872598336368	0.28736271719163337
ENSG00000018236	0.20268831852655228	0.5434633444338518	0.2538483370395959
ENSG00000018280	0.3828210355012164	0.12218170586819596	0.4949972586305877
ENSG00000018408	0.351421490758917	0.49026270177584985	0.1583158074652332
ENSG00000018510	0.22702269921984836	0.4996973755069556	0.273279925273196
ENSG00000018610	0.41829546618354896	0.06730521217326418	0.5143993216431868
ENSG00000018625	0.3225847888600802	0.3213100609997502	0.3561051501401696
ENSG00000018699	0.3015640658511564	0.3481944580169404	0.35024147613190326
ENSG00000018869	0.0	0.8288217524573899	0.17117824754261005
ENSG00000019102	0.8466228152947124	0.12737721563305615	0.025999969072231503
ENSG00000019144	0.32105937679456464	0.2835571545467456	0.3953834686586898
ENSG00000019169	0.7047230773508776	0.19249355921855302	0.10278336343056932
ENSG00000019186	0.0	1.0	0.0
ENSG00000019485	0.29501693596963036	0.4460556400522551	0.25892742397811463
ENSG00000019505	0.6213935203845603	0.2656975362130552	0.11290894340238448
ENSG00000019549	0.44298225840495725	0.272549190235814	0.28446855135922877
ENSG00000019582	0.33241156149216283	0.20571863358877096	0.4618698049190662
ENSG00000019991	0.3447565609340398	0.45686358178566694	0.19837985728029334
ENSG00000019995	0.24353067303481238	0.62881571789567	0.12765360906951764
ENSG00000020129	0.15051789015844824	0.3763047085122226	0.4731774013293292
ENSG00000020181	0.41425372087821893	0.21549801622527692	0.37024826289650425
ENSG00000020256	0.31520435693516563	0.28135555956551406	0.4034400834993202
ENSG00000020426	0.27099575035677087	0.42745746098523374	0.3015467886579954
ENSG00000020577	0.23553377816220838	0.47296179957122897	0.2915044222665626
ENSG00000020633	0.5050532136770471	0.32727442745677215	0.16767235886618062
ENSG00000020922	0.2516776201357109	0.4390676778715999	0.3092547019926893
ENSG00000021300	0.3259631011483495	0.5254942584127134	0.1485426404389372
ENSG00000021355	0.5021637500855421	0.36581821264878617	0.13201803726567152
ENSG00000021461	1.0	0.0	0.0
ENSG00000021488	0.14705496327943307	0.15050417384043335	0.7024408628801336
ENSG00000021574	0.16288716022969932	0.47290691758082853	0.3642059221894722
ENSG00000021645	0.49635946361042166	0.2692983870548276	0.23434214933475067
ENSG00000021762	0.34203512440679423	0.23415064703427702	0.42381422855892886
ENSG00000021776	0.18262155856563655	0.3849151687025891	0.4324632727317742
ENSG00000021826	0.5306869071603072	0.46931309283969275	0.0
ENSG00000021852	0.3922854493660617	0.6077145506339383	0.0
ENSG00000022267	0.36011859476694996	0.40669889954254157	0.23318250569050847
ENSG00000022277	0.42847486157146475	0.31487796885221914	0.25664716957631617
